"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Computational ontologies and information systems: ii. formal specification","https://scispace.com/paper/computational-ontologies-and-information-systems-ii-formal-4ualvej14n","2004","Journal Article","Communications of The Ais","Raj Sharman
Rajiv Kishore
Ram Ramesh","10.17705/1CAIS.01409","https://scispace.com/pdf/computational-ontologies-and-information-systems-ii-formal-4ualvej14n.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology verification, validation, and assessment; does not discuss W3C Verifiable Credentials, their formal models, or mappings.","This paper extends the study of ontologies in Part I of this study (Volume 14, Article 8 [Kishore et al, 2004] ) in the context of Information Systems. The basic foundations of computational ontologies presented in Part I are extended to formal specifications in this paper. This paper provides a review of the formalisms, languages, and tools for specifying and implementing computational ontologies. Directions for future research are also provided."
"A Comprehensive Formal Security Analysis of OAuth 2.0","https://scispace.com/paper/http://arxiv.org/abs/1601.01229v4","2016","Preprint","","Daniel Fett
Ralf Kuesters
Guido Schmitz","","https://arxiv.org/pdf/1601.01229v4","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on OAuth 2.0 security analysis; does not address Verifiable Credentials, related formal models, or associated tooling.","The OAuth 2.0 protocol is one of the most widely deployed authorization/single sign-on (SSO) protocols and also serves as the foundation for the new SSO standard OpenID Connect. Despite the popularity of OAuth, so far analysis efforts were mostly targeted at finding bugs in specific implementations and were based on formal models which abstract from many web features or did not provide a formal treatment at all.
  In this paper, we carry out the first extensive formal analysis of the OAuth 2.0 standard in an expressive web model. Our analysis aims at establishing strong authorization, authentication, and session integrity guarantees, for which we provide formal definitions. In our formal analysis, all four OAuth grant types (authorization code grant, implicit grant, resource owner password credentials grant, and the client credentials grant) are covered. They may even run simultaneously in the same and different relying parties and identity providers, where malicious relying parties, identity providers, and browsers are considered as well. Our modeling and analysis of the OAuth 2.0 standard assumes that security recommendations and best practices are followed, in order to avoid obvious and known attacks.
  When proving the security of OAuth in our model, we discovered four attacks which break the security of OAuth. The vulnerabilities can be exploited in practice and are present also in OpenID Connect.
  We propose fixes for the identified vulnerabilities, and then, for the first time, actually prove the security of OAuth in an expressive web model. In particular, we show that the fixed version of OAuth (with security recommendations and best practices in place) provides the authorization, authentication, and session integrity properties we specify."
"An Ontology-Driven Personalization Approach for Data Warehouse Exploitation","https://scispace.com/paper/an-ontology-driven-personalization-approach-for-data-13osi3xlws","2014","","","Lama El Sarraj
Bernard Espinasse
Thérèse Libourel","","https://scispace.com/pdf/an-ontology-driven-personalization-approach-for-data-13osi3xlws.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology‑driven personalization of data warehouses; does not discuss Verifiable Credentials, their formal model, or related mappings.","Data Warehouses (DW) resources are shared by users’ from different backgrounds (e.g., domain, culture, education, profession). Those resources (e.g., OLAP queries, Excel files) are interpreted differently from a user to another. Unfortunately, misinterpreting data could induce serious problems and conflicts. To guarantee relevant interpretation of resources, additional semantic description of resources concepts is necessary. In this context, we present an Ontology-driven Personalization System (OPS) based on three connected ontologies: domain ontology, DW ontology and resources ontology. OPS return a set of personalized resources search based on users’ domain and his recurring interests. In addition, resources are enhanced with a semantic description provided by the ontologies. This paper focuses on the methodology used to develop connected ontologies used by OPS. Keywords-data warehouse, ontology, personalization, decision support systems, decision making, healthcare institution management."
"Formal Specification of Object-Oriented Meta-modelling","https://scispace.com/paper/formal-specification-of-object-oriented-meta-modelling-50zqgmeuqj","2000","Book Chapter","Fundamental Approaches to Software Engineering","Gunnar Övergaard","10.1007/3-540-46428-X_14","https://scispace.com/pdf/formal-specification-of-object-oriented-meta-modelling-50zqgmeuqj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper predates VC standards and focuses on generic object‑oriented meta‑modelling, offering no coverage, formalization, or mapping of the W3C Verifiable Credentials model.","Modelling languages such as the Unified Modeling Language are used during the early phases of system development to capture requirements and to express high-level designs. Many such languages have no universally fixed interpretations since different development projects often use key concepts, like Class, Generalization and Association, in slightly different ways. Therefore meta-modelling, i.e. the precise specification of the concepts used in a model, is of importance in order to avoid misunderstandings.

The BOOM framework, presented in this paper, is intended for this kind of meta-modelling. The framework consists of a collection of modelling constructs specified with a small object-oriented language. The framework is simple enough for an engineer to adjust the modelling concepts to project specific needs. It includes all necessary aspects of language specification, among them definition of abstract syntax, well-formedness rules, and dynamic semantics. To demonstrate its use, this paper includes a specification of some of the constructs defined in the Unified Modeling Language."
"Automated Software Systems Generation for Process-oriented Organizations","https://scispace.com/paper/automated-software-systems-generation-for-process-oriented-1hfj98qtr7","2014","","","Escola de Engenharia","","https://scispace.com/pdf/automated-software-systems-generation-for-process-oriented-1hfj98qtr7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general ontologies, semantic web standards, and enterprise modeling; does not discuss Verifiable Credentials, their data model, or any direct formal mapping.",""
"IVOA Recommendation: IVOA Credential Delegation Protocol Version 1.0","https://scispace.com/paper/http://arxiv.org/abs/1110.0509v1","2011","Preprint","","Matthew Graham
Raymond Plante
Guy Rixon
Giuliano Taffoni","10.5479/ADS/bib/2010ivoa.spec.0218P","https://arxiv.org/pdf/1110.0509v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on IVOA credential delegation, not on W3C Verifiable Credentials, formal models, or mappings to VC concepts.","The credential delegation protocol allows a client program to delegate a user's credentials to a service such that that service may make requests of other services in the name of that user. The protocol defines a REST service that works alongside other IVO services to enable such a delegation in a secure manner. In addition to defining the specifics of the service protocol, this document describes how a delegation service is registered in an IVOA registry along with the services it supports. The specification also explains how one can determine from a service registration that it requires the use of a supporting delegation service."
"Remote Credential Management with Mutual Attestation for Trusted Execution Environments","https://scispace.com/paper/http://arxiv.org/abs/1804.10707v2","2018","Preprint","","Carlton Shepherd
Raja N. Akram
Konstantinos Markantonakis","","https://arxiv.org/pdf/1804.10707v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on TEE-based credential backup, update, migration, and revocation using mutual attestation; does not discuss W3C VC model, formalizations, or mappings.","Trusted Execution Environments (TEEs) are rapidly emerging as a root-of-trust for protecting sensitive applications and data using hardware-backed isolated worlds of execution. TEEs provide robust assurances regarding critical algorithm execution, tamper-resistant credential storage, and platform integrity using remote attestation. However, the challenge of remotely managing credentials between TEEs remains largely unaddressed in existing literature. In this work, we present novel protocols using mutual attestation for supporting four aspects of secure remote credential management with TEEs: backups, updates, migration, and revocation. The proposed protocols are agnostic to the underlying TEE implementation and subjected to formal verification using Scyther, which found no attacks."
"The W3C PROV family of specifications for modelling provenance metadata","https://scispace.com/paper/the-w3c-prov-family-of-specifications-for-modelling-1e0oodgcbt","2013","Proceedings Article","Extending Database Technology","Paolo Missier
Khalid Belhajjame
James Cheney","10.1145/2452376.2452478","https://scispace.com/pdf/the-w3c-prov-family-of-specifications-for-modelling-1e0oodgcbt.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PROV provenance specifications, not on Verifiable Credentials; provides no VC model, formalization, ontology, or mapping relevant to the criteria.","Provenance, a form of structured metadata designed to record the origin or source of information, can be instrumental in deciding whether information is to be trusted, how it can be integrated with other diverse information sources, and how to establish attribution of information to authors throughout its history. The PROV set of specifications, produced by the World Wide Web Consortium (W3C), is designed to promote the publication of provenance information on the Web, and offers a basis for interoperability across diverse provenance management systems. The PROV provenance model is deliberately generic and domain-agnostic, but extension mechanisms are available and can be exploited for modelling specific domains. This tutorial provides an account of these specifications. Starting from intuitive and informal examples that present idiomatic provenance patterns, it progressively introduces the relational model of provenance along with the constraints model for validation of provenance documents, and concludes with example applications that show the extension points in use."
"Data Model and domain-specific ontologies implementation","https://scispace.com/paper/data-model-and-domain-specific-ontologies-implementation-q0tr0c91s0bb","2024","Repository","","DE SABBATA Piero
Massa, Gilda","10.5281/zenodo.14007105","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on TRICK domain data modeling, eBIZ specifications, and XML schemas, without addressing W3C Verifiable Credentials or providing related formalizations.","The main results of task T2.2 “Semantic model and domain-specific ontologies presentations” are reported in this document, which is the logical continuation of the deliverable “D1.4 Harmonized set of semantic standards, ontologies, nomenclatures outcomes”. The aim of D2.2 is to represent the main results related to data modelling, data collection and exchange specifications by providing the project and specifically the developers with several resources, artifacts, guides, etc. available on a public web framework. A significant effort was dedicated to the definition of data structures, nomenclatures and taxonomies, targeted for the specific topics of TRICK domain and services. The taxonomy of manufacturing operations in TC sector, reported in ANNEX B, is the most relevant, as it is an update of an outcome of the European project SET “Save energy in textile SMEs”, and collects inputs in particular on the Recycling phases from several TRICK project partners. The requirements for supporting data collection along a highly fragmented supply chain, as described in D1.4, leaded us to focus on inter-company data exchanges and on their implementation through business documents that are the digital equivalent of the traditional paper based exchanges adopted by the companies, especially the smaller ones. For this reason, we have a strong attention on data exchanges standards and the effort to build upon the existing ones. Starting from the state-of-the art reported in D1.4, the eBIZ specification framework was chosen as a basis for building the TRICK data model, improving its “eBIZ Document Factory” (see section 2.3) through its customization for TRICK and the development of additional features. Moreover, it was decided not to formalize the ontology in the classical RDF/OWL format, but to support it through an accessible online dictionary and to provide XML Schemas, in order to facilitate the work of developers in obtaining the corresponding data structures directly from an XML structure. The approach followed for the replication in the Food sector is described in Chapter 4. The partners involved in the pilot at the time of writing are still working on the finalization of the two use cases under analysis; in parallel, the first analysis of the information and documents that must be exchanged was completed. The analysis carried out to build the data model presented in this document was conducted starting from the TC sector and related pilots, identifying the common and transversal elements (see section 3.2) and highlighting which set of data could be mapped for the Food sector.Once the defined data model will be tested for the TC pilots, it will also be mapped on the specific features of Food pilots. The Chapter 5 reports the preliminary approach of the Holonix Ecosystem Data manager adapted to handle the expected data flows and to serve the project specific uses cases, together with technical challenges and limitations. This preliminary analysis and all the results of T2.2 are the input for T2.3, which will use these outcomes to implement the data persistency layer for the TRICK platform. The most important results of the Task 2.2 can be summarized as the following:• The definition of the traceability data collection (see section 2.3.1) and of the sustainability assessment data collection (see section 2.3.2), with their related eBusiness documents, which provide the mapping of the TRICK domain and of the services’ specific topics. In fact, in order to have a more detailed analysis on the specific needs of the TRICK business services, also aspects not initially foreseen by the objectives of this deliverable were considered. An example is the preliminary data mapping on the TRICK services, reported in ANNEX E, and the consequent definition of a pattern for the services’ data support (see section 3.2.2) and the usage of the eBIZ elements in the TRICK services (see section 3.2.3).• The instruments provided by the eBIZ Document Factory that are foreseen both for purposes of data structure design and maintenance as well as for on-line consultation of the delivered specifications for the developers.• The Holonix Ecosystem Data Manager (EDM) adapted and customized to handle the expected data flows in a narrow specific domain like in the TRICK case. Thanks to the approach and the choices made to build the TRICK ontology, described in Chapter 1, a standardization path may be followed to release a new version of eBIZ specification. Very important, in this perspective, is the relationship with the current normative evolutions about the digital product passport (DPP) that are considered in their potential of synergies with the TRICK outcomes, both as contributors to their definition as a best practice as well as potential clients of the future infrastructure. "
"Robustness and device independence of verifiable blind quantum computing","https://scispace.com/paper/http://arxiv.org/abs/1502.02571v2","2015","Preprint","","Alexandru Gheorghiu
Elham Kashefi
Petros Wallden","10.1088/1367-2630/17/8/083040","https://arxiv.org/pdf/1502.02571v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on quantum verification protocols, blind quantum computing, and device‑independent tomography; contains no discussion of W3C Verifiable Credentials or related formal models.","Recent advances in theoretical and experimental quantum computing bring us closer to scalable quantum computing devices. This makes the need for protocols that verify the correct functionality of quantum operations timely and has led to the field of quantum verification. In this paper we address key challenges to make quantum verification protocols applicable to experimental implementations. We prove the robustness of the single server verifiable universal blind quantum computing protocol of Fitzsimons and Kashefi (2012) in the most general scenario. This includes the case where the purification of the deviated input state is in the hands of an adversarial server. The proved robustness property allows the composition of this protocol with a device-independent state tomography protocol that we give, which is based on the rigidity of CHSH games as proposed by Reichardt, Unger and Vazirani (2013). The resulting composite protocol has lower round complexity for the verification of entangled quantum servers with a classical verifier and, as we show, can be made fault tolerant."
"A Brief Note on Cryptographic Pseudonyms for Anonymous Credentials","https://scispace.com/paper/http://arxiv.org/abs/2510.05419v1","2025","Preprint","","René Mayrhofer
Anja Lehmann
abhi shelat","","https://arxiv.org/pdf/2510.05419v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on pseudonyms for European Identity Wallet, no discussion of W3C VC model, formalization, or mapping to VC concepts.","This paper describes pseudonyms for the upcoming European Identity Wallet (EUDIW) architecture from both a cryptographic and an implementation perspective. Its main goal is to provide technical insights into the achievable properties and cryptographic realizations. In particular, we (1) outline the security and privacy requirements of EUDI pseudonyms as the basis for building consensus on the cross-country decision maker level; (2) sketch an abstract cryptographic protocol that fulfills these requirements; and (3) suggest two instantiation options for the protocol sketch based on well-studied building A complete specification of the formal properties, as well as the specific set of credential issuance, provisioning, and pseudonym presentation generation is outside the scope of this paper, but is expected to follow as future work."
"A Metamodel and UML Profile for Networked Ontologies – The Complete Reference","https://scispace.com/paper/a-metamodel-and-uml-profile-for-networked-ontologies-the-1222exayx7","2006","","","Saartje Brockmans
Peter Haase","","https://scispace.com/pdf/a-metamodel-and-uml-profile-for-networked-ontologies-the-1222exayx7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a UML/Ontology metamodel for generic networked ontologies, without any discussion of W3C Verifiable Credentials or related mappings.","In this paper we present integrated MOF compliant metamodels and UML profiles for OWL DL, the Semantic Web Rule Language (SWRL) and Ontology Mappings. Based on these metamodels and profiles, UML tools can be used for visual modeling of rule-extended ontologies and ontology mappings."
"A Conceptual and Formal Framework for Semantic Web Services (v1)","https://scispace.com/paper/a-conceptual-and-formal-framework-for-semantic-web-services-1rcokxr0n1","2005","","","Holger Lausen
Francisco Martin-Recuerda","","https://scispace.com/pdf/a-conceptual-and-formal-framework-for-semantic-web-services-1rcokxr0n1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on WSMO, MOF layers, and semantic web service ontologies; does not address Verifiable Credentials or related formal mappings.","EU-IST Network of Excellence (NoE) IST-2004-507482 KWEB Deliverable D2.4.5v1 (WP2.4) Current activities in WP 2.4 include web service discovery, composition and interoperation. Although significant contributions has been done, a conceptual and formal framework for Semantic Web services is required to provide a consensual grounding in which further progress in WP2.4 will be achieved. Following guidelines of SDK Cluster (http://www.sdkcluster.org/), the Web Service Modeling Ontology (WSMO) provides the conceptual underpinning and a formal language for semantically describing all relevant aspects of web services in order to facilitate the automatization of discovering, combining and invoking electronic services over the web. A revised version of this document will be submitted at the end of 2005. Keyword list: web services, semantic web services, semantic web service discovery, semantic web service composition Copyright c © 2005 The contributors Document Identifier KWEB/2005/D2.4.5/v1 Project KWEB EU-IST-2004-507482 Version v1 Date June 26, 2005 State Final Distribution Public Knowledge Web Consortium This document is part of a research project funded by the IST Programme of the Commission of the European Communities as project number IST-2004-507482. University of Innsbruck (UIBK) Coordinator Institute of Computer Science Technikerstrasse 13 A-6020 Innsbruck Austria Contact person: Dieter Fensel E-mail address: dieter.fensel@uibk.ac.at Ecole Polytechnique Federale de Lausanne (EPFL) Computer Science Department Swiss Federal Institute of Technology IN (Ecublens), CH-1015 Lausanne Switzerland Contact person: Boi Faltings E-mail address: boi.faltings@epfl.ch France Telecom (FT) 4 Rue du Clos Courtel 35512 Cesson Sevigne France. PO Box 91226 Contact person : Alain Leger E-mail address: alain.leger@rd.francetelecom.com Freie Universitat Berlin (FU Berlin) Takustrasse 9 14195 Berlin Germany Contact person: Robert Tolksdorf E-mail address: tolk@inf.fu-berlin.de Free University of Bozen-Bolzano (FUB) Piazza Domenicani 3 39100 Bolzano Italy Contact person: Enrico Franconi E-mail address: franconi@inf.unibz.it Institut National de Recherche en Informatique et en Automatique (INRIA) ZIRST 655 avenue de l’Europe Montbonnot Saint Martin 38334 Saint-Ismier France Contact person: Jerome Euzenat E-mail address: Jerome.Euzenat@inrialpes.fr Centre for Research and Technology Hellas / Informatics and Telematics Institute (ITI-CERTH) 1st km Thermi Panorama road 57001 Thermi-Thessaloniki Greece. Po Box 361 Contact person: Michael G. Strintzis E-mail address: strintzi@iti.gr Learning Lab Lower Saxony (L3S) Expo Plaza 1 30539 Hannover Germany Contact person: Wolfgang Nejdl E-mail address: nejdl@learninglab.de National University of Ireland Galway (NUIG) National University of Ireland Science and Technology Building University Road Galway Ireland Contact person: Christoph Bussler E-mail address: chris.bussler@deri.ie The Open University (OU) Knowledge Media Institute The Open University Milton Keynes, MK7 6AA United Kingdom Contact person: Enrico Motta E-mail address: e.motta@open.ac.uk Universidad Politecnica de Madrid (UPM) Campus de Montegancedo sn 28660 Boadilla del Monte Spain Contact person: Asuncion Gomez Perez E-mail address: asun@fi.upm.es University of Karlsruhe (UKARL) Institut fur Angewandte Informatik und Formale Beschreibungsverfahren AIFB Universitat Karlsruhe D-76128 Karlsruhe Germany Contact person: Rudi Studer E-mail address: studer@aifb.uni-karlsruhe.de University of Liverpool (UniLiv) Chadwick Building, Peach Street L697ZF Liverpool United Kingdom Contact person: Michael Wooldridge E-mail address: M.J.Wooldridge@csc.liv.ac.uk University of Manchester (UoM) Room 2.32. Kilburn Building, Department of Computer Science, University of Manchester, Oxford Road Manchester, M13 9PL United Kingdom Contact person: Carole Goble E-mail address: carole@cs.man.ac.uk University of Sheffield (USFD) Regent Court, 211 Portobello street S14DP Sheffield United Kingdom Contact person: Hamish Cunningham E-mail address: hamish@dcs.shef.ac.uk University of Trento (UniTn) Via Sommarive 14 38050 Trento Italy Contact person: Fausto Giunchiglia E-mail address: fausto@dit.unitn.it Vrije Universiteit Amsterdam (VUA) De Boelelaan 1081a 1081HV. Amsterdam The Netherlands Contact person: Frank van Harmelen E-mail address: Frank.van.Harmelen@cs.vu.nl Vrije Universiteit Brussel (VUB) Pleinlaan 2, Building G1"
"Lightweight data-security ontology for IoT","https://scispace.com/paper/lightweight-data-security-ontology-for-iot-21gwu78711","2020","Journal Article","Sensors","Pedro Gonzalez-Gil
Juan A. Martinez
Antonio F. Skarmeta","10.3390/S20030801","https://scispace.com/pdf/lightweight-data-security-ontology-for-iot-21gwu78711.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on an IoT data‑security ontology; does not address W3C Verifiable Credentials, their formalization, or mappings.","Although current estimates depict steady growth in Internet of Things (IoT), many works portray an as yet immature technology in terms of security. Attacks using low performance devices, the application of new technologies and data analysis to infer private data, lack of development in some aspects of security offer a wide field for improvement. The advent of Semantic Technologies for IoT offers a new set of possibilities and challenges, like data markets, aggregators, processors and search engines, which rise the need for security. New regulations, such as GDPR , also call for novel approaches on data-security, covering personal data. In this work, we present DS4IoT, a data-security ontology for IoT, which covers the representation of data-security concepts with the novel approach of doing so from the perspective of data and introducing some new concepts such as regulations, certifications and provenance, to classical concepts such as access control methods and authentication mechanisms. In the process we followed ontological methodologies, as well as semantic web best practices, resulting in an ontology to serve as a common vocabulary for data annotation that not only distinguishes itself from previous works by its bottom-up approach, but covers new, current and interesting concepts of data-security, favouring implicit over explicit knowledge representation. Finally, this work is validated by proof of concept, by mapping the DS4IoT ontology to the NGSI-LD data model, in the frame of the IoTCrawler EU project."
"Framework for the interoperability of software engineering metamodels","https://scispace.com/paper/framework-for-the-interoperability-of-software-engineering-21lrzzxdjl","2014","Dissertation","","MA Qureshi","","https://scispace.com/pdf/framework-for-the-interoperability-of-software-engineering-21lrzzxdjl.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The dissertation studies metamodel interoperability, ontology merging, and schema matching for software engineering, without covering W3C Verifiable Credentials or related formal mappings.","A model, represented as a concrete artefact, is an abstraction of reality according to a certain conceptualization. A model can support communication and analysis about relevant aspects of the underlying domain. A model must be expressed in some language and such languages are defined using metamodels. Many metamodels have been proposed and used in the software engineering literature. Some define modelling languages that are general in nature but the literature of modelling is dominated by domain-specific modelling languages or metamodels. Most of these metamodels have been developed independently from each other and any shared concepts are only accidental. Widespread adoption of these metamodels is hindered by differences between metamodels' concepts. Using more than one modelling language during software development requires some sort of interoperability between the metamodels of those modelling languages. This interoperability is also required to allow mappings between models developed using different modelling languages.
These metamodels are not static in nature and are continuously evolving. This evolution has increased their size and complexity over time. This complexity increases when more than one metamodel is used during software development. Interoperability of a pair of metamodels can reduce their joint size and complexity (elaborated in detail in Chapter 7). The need for interoperability between metamodels is also raised by many research communities.
In this thesis, we have developed a framework that can be used for metamodel interoperability. The framework compares metamodel elements based on their syntax, semantics and structure. The semantics of metamodel elements are further investigated for linguistic and ontological semantics.
Since terms such as interoperability, bridging, merging and mapping have all been used, often loosely, with reference to metamodel compatibility, we will define these terms under the generic term harmonization.
Metamodels share some similarities with other domains, e.g. ontologies and schemas. In this thesis, we have also explored the techniques available in these domains that might be useful for metamodel interoperability. We have applied our framework to different metamodels and have shown how metamodels can be used in an interoperable fashion.
The results achieved are analysed and we have shown how interoperability of metamodels can reduce their size and their joint complexity, hence making them easier to understand and use."
"A Workflow Ontology to support Knowledge Management in a Group’s organizational structure","https://scispace.com/paper/a-workflow-ontology-to-support-knowledge-management-in-a-3v62d0mmb1","2018","Journal Article","Computación Y Sistemas","Mario Anzures-García
Luz A. Sánchez-Gálvez
Miguel J. Hornos
Patricia Paderewski-Rodríguez","10.13053/CYS-22-1-2781","https://scispace.com/pdf/a-workflow-ontology-to-support-knowledge-management-in-a-3v62d0mmb1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on workflow ontology and OWL for organizational knowledge management; does not address Verifiable Credentials or their formal modeling.","In CSCW (Computer Supported Cooperative Work), managing the group’s organizational structure allows to control how the group members communicate, collaborate, and coordinate, to achieve a common goal, in order to benefit an organization or a community. Consequently, establishing an appropriate model of this structure’s management is very important, as it can be used as a guide for implementing these kinds of systems. This modeling must be flexible enough, so that it can conform itself to changes within the group and to adjust to the different working styles of several groups, as well as to formally support a base of knowledge; helping to eradicate any ambiguity or redundancy. Therefore, this modeling must formally provide a knowledge representation in order to specify the elements and to control the set of orderly steps on an organizational structure. Thus, a workflow ontology to control such a structure is proposed in this paper. Since, the workflow manages and controls the process, via a set of steps ordered and executed by different organization entities, whereas the ontology specifies the domain of knowledge through concepts, relations, axioms, and instances in a formal, explicit, way. A case of study, to demonstrate the knowledge management of the group’s organizational structure, through workflow ontology is shown."
"CRSet: Private Non-Interactive Verifiable Credential Revocation","https://scispace.com/paper/http://arxiv.org/abs/2501.17089v3","2025","Preprint","","Felix Hoops
Jonas Gebele
Florian Matthes","","https://arxiv.org/pdf/2501.17089v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on private revocation via Ethereum blobs; does not describe VC data model, formalization, ontologies, or mappings required by the criteria.","Like any digital certificate, Verifiable Credentials (VCs) require a way to revoke them in case of an error or key compromise. Existing solutions for VC revocation, most prominently Bitstring Status List, are not viable for many use cases because they may leak the issuer's activity, which in turn leaks internal business metrics. For instance, staff fluctuation through the revocation of employee IDs. We identify the protection of issuer activity as a key gap and propose a formal definition for a corresponding characteristic of a revocation mechanism. Then, we introduce CRSet, a non-interactive mechanism that trades some space efficiency to reach these privacy characteristics. For that, we provide a proof sketch. Issuers periodically encode revocation data and publish it via Ethereum blob-carrying transactions, ensuring secure and private availability. Relying Parties (RPs) can download it to perform revocation checks locally. Sticking to a non-interactive design also makes adoption easier because it requires no changes to wallet agents and exchange protocols. We also implement and empirically evaluate CRSet, finding its real-world behavior to match expectations. One Ethereum blob fits revocation data for about 170k VCs."
"PROV-DM: The PROV Data Model","https://scispace.com/paper/prov-dm-the-prov-data-model-5greedzs90","2013","","","Khalid Belhajjame
Reza B'Far
James Cheney
Sam Coppens
Stephen Cresswell
Yolanda Gil
Paul Groth
Graham Klyne
Timothy Lebo
James P. McCusker
Simon Miles
James D. Myers
Satya S. Sahoo
Curt Tilmes","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PROV provenance model, not on Verifiable Credentials; provides no VC coverage, formalization, ontology, or mapping.","Provenance is information about entities, activities, and people involved in producing a piece of data or thing, which can be used to form assessments about its quality, reliability or trustworthiness. PROV-DM is the conceptual data model that forms a basis for the W3C provenance (PROV) family of specifications. PROV-DM distinguishes core structures, forming the essence of provenance information, from extended structures catering for more specific uses of provenance. PROV-DM is organized in six components, respectively dealing with: (1) entities and activities, and the time at which they were created, used, or ended; (2) derivations of entities from entities; (3) agents bearing responsibility for entities that were generated and activities that happened; (4) a notion of bundle, a mechanism to support provenance of provenance; (5) properties to link entities that refer to the same thing; and, (6) collections forming a logical structure for its members. This document introduces the provenance concepts found in PROV and defines PROV-DM types and relations. The PROV data model is domain-agnostic, but is equipped with extensibility points allowing domain-specific information to be included. Two further documents complete the specification of PROV-DM. First, a companion document specifies the set of constraints that provenance should follow. Second, a separate document describes a provenance notation for expressing instances of provenance for human consumption; this notation is used in examples in this document."
"Detecting stuffing of a user's credentials at her own accounts","https://scispace.com/paper/http://arxiv.org/abs/1912.11118v2","2019","Preprint","","Ke Coby Wang
Michael K. Reiter","","https://arxiv.org/pdf/1912.11118v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on credential‑stuffing detection, private membership tests, and probabilistic model checking; no discussion of W3C VC model, ontologies, or formal mappings.","We propose a framework by which websites can coordinate to detect credential stuffing on individual user accounts. Our detection algorithm teases apart normal login behavior (involving password reuse, entering correct passwords into the wrong sites, etc.) from credential stuffing, by leveraging modern anomaly detection and carefully tracking suspicious logins. Websites coordinate using a novel private membership-test protocol, thereby ensuring that information about passwords is not leaked; this protocol is highly scalable, partly due to its use of cuckoo filters, and is more secure than similarly scalable alternatives in an important measure that we define. We use probabilistic model checking to estimate our credential-stuffing detection accuracy across a range of operating points. These methods might be of independent interest for their novel application of formal methods to estimate the usability impacts of our design. We show that even a minimal-infrastructure deployment of our framework should already support the combined login load experienced by the airline, hotel, retail, and consumer banking industries in the U.S."
"Credentials in the Occupation Ontology","https://scispace.com/paper/http://arxiv.org/abs/2405.00186v1","2024","Preprint","","John Beverley
Robin McGill
Sam Smith
Jie Zheng
Giacomo De Colle
Finn Wilson
Matthew Diller
William D. Duncan
William R. Hogan
Yongqun He","","https://arxiv.org/pdf/2405.00186v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper models occupational credentials using a BFO‑based ontology, but does not address the W3C VC Data Model, its formalization, or mappings to VC concepts.","The term credential encompasses educational certificates, degrees, certifications, and government-issued licenses. An occupational credential is a verification of an individuals qualification or competence issued by a third party with relevant authority. Job seekers often leverage such credentials as evidence that desired qualifications are satisfied by their holders. Many U.S. education and workforce development organizations have recognized the importance of credentials for employment and the challenges of understanding the value of credentials. In this study, we identified and ontologically defined credential and credential-related terms at the textual and semantic levels based on the Occupation Ontology (OccO), a BFO-based ontology. Different credential types and their authorization logic are modeled. We additionally defined a high-level hierarchy of credential related terms and relations among many terms, which were initiated in concert with the Alabama Talent Triad (ATT) program, which aims to connect learners, earners, employers and education/training providers through credentials and skills. To our knowledge, our research provides for the first time systematic ontological modeling of the important domain of credentials and related contents, supporting enhanced credential data and knowledge integration in the future."
