"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Nationale und europäische Sicht auf eIDAS 2.0 – Aufwand und Nutzen","https://scispace.com/paper/nationale-und-europaische-sicht-auf-eidas-2-0-aufwand-und-14y311vm","2022","Journal Article","","Arno Fiedler
Franziska Granc","10.1007/s11623-022-1556-0","https://scispace.com/pdf/nationale-und-europaische-sicht-auf-eidas-2-0-aufwand-und-14y311vm.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a qualitative overview of eIDAS 2.0, stakeholder feedback, and SSI concepts, but lacks formal modeling, conflict analysis, multi‑framework comparison, or implementation details.","Der digitale Binnenmarkt bietet für Bürger:innen, Wirtschaft und Verwaltung einen großen Nutzen. Die 2014 in Kraft getretene eIDAS-Verordnung hat dafür den Grundbaustein gelegt und die Digitalisierung Europas gestärkt. Leider haben die Potentiale der Verordnung nur in wenigen Mitgliedsstaaten Anwendung gefunden. Die gestiegene Nachfrage für vertrauenswürdige Identifizierungen im Netz und die immer weiterwachsende Abhängigkeit von wenigen globalen Unternehmen erfordert eine Novellierung der bestehenden Verordnung. Die Kommission stellt mit ihrem Revisionsvorschlag eine souveräne Nutzung von digitalen Identitäten in den Vordergrund und ebnet den Weg für neue dezentrale Technologien. "
"Next-Generation Digital Identity Systems for E-Governance Using Blockchain Technology","https://scispace.com/paper/rGu3FRAsfkoJ","","","","M Mejail","","https://www.fsrap.com/index.php/TICDA/article/download/52/52","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a blockchain‑based identity framework using DIDs and Verifiable Credentials, but lacks formal methods, conflict analysis, coverage of eIDAS 2.0/W3C VCDM/Hyperledger AnonCreds/ISO mDL, and concrete mitigation or implementation details.",""
"Digital identities and verifiable credentials","https://scispace.com/paper/digital-identities-and-verifiable-credentials-3geoh1z1d5","2021","Journal Article","Web Intelligence","Johannes Sedlmeir
Reilly Smethurst
Alexander Rieger
Gilbert Fridgen","10.1007/S12599-021-00722-Y","https://link.springer.com/content/pdf/10.1007/s12599-021-00722-y.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses governance discussion to highlight conflicts, but lacks formal modeling, specific framework comparison, mitigation tactics, or implementation evidence.",""
"Toward interoperable self-sovereign identities","https://scispace.com/paper/53sNl_Dbbh0J","","","","H Yildiz
A Küpper
D Thatmann
S Göndör","","https://ieeexplore.ieee.org/iel7/6287639/6514899/10246272.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on SSI interoperability definitions and Aries ecosystem; lacks formal methods, conflict analysis, coverage of listed frameworks, mitigation tactics, prototypes, or policy discussion.",""
"A model for assessing the adherence of E-identity solutions to self-sovereign identity","https://scispace.com/paper/a-model-for-assessing-the-adherence-of-e-identity-solutions-4a736jphzc","","Journal Article","","Cristian Lepore
Romain Laborde
Jessica Eynard
Mohamed Ali Kandi
Giorgia Macilotti
Afonso Ferreira
Michelle Sibilla","10.1007/978-3-031-60215-3_15","https://hal.science/hal-04558484v2/file/ModelToAssessEID%20%281%29.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper defines SSI and evaluates VIDchain but lacks formal methods, conflict analysis, coverage of listed frameworks, mitigation strategies, implementation details, or policy discussion.","Self-Sovereign Identity (SSI) represents a new concept to manage digital identities, aiming to empower individuals by giving them control over their data. However, the concept is still elusive, and many design patterns coexist without an agreed-upon standard which allows anyone to build identity systems while declaring adherence to SSI. We contribute by formalizing a definition of Self-Sovereign Identity and a corresponding evaluation model of digital identity solutions. We then demonstrate our model value with an in-depth analysis of VIDchain, a business product that promotes Self-Sovereign Identity services in compliance with European regulations. Ultimately, our analysis discusses the quest for a perfect SSI solution and supplies end users with a tool to choose the SSI e-identity solution that best fits their needs. "
"Self-Sovereign Identity Solutions: The Necessity of Blockchain Technology.","https://scispace.com/paper/self-sovereign-identity-solutions-the-necessity-of-bhomatox4u","2019","Posted Content","arXiv: Cryptography and Security","Dirk van Bokkem
Rico Hageman
Gijs Koning
Luat Nguyen
Naqib Zarin","","https://scispace.compdf/self-sovereign-identity-solutions-the-necessity-of-bhomatox4u.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses blockchain to argue for SSI necessity, but lacks formal methods, conflict analysis, framework comparison, or concrete mitigation. Briefly touches on privacy policy implications.","With the advancement of technology and subsequently the age of digital information, online trustworthy identification has become increasingly more important. With respect to the various data breaches and privacy regulations, the current identity solutions are not fully optimized. In this paper, we will take a look at several Self-Sovereign Identity solutions which are already available. Some of them are built upon blockchain technology as this already provides decentralised persistent data and consensus. We will explore the emerging landscape of Self-Sovereign Identity solutions and dissect their implementations under multiple aspect criteria to determine the necessity of blockchain technology in this field. We conclude that blockchain technology is not explicitly required for a Self-Sovereign Identity solution but it is a good foundation to build up on, due to various technical advantages that the blockchain has to offer."
"Regulating the Future: Global Infrastructure, Compliance, and the Role of Digital Currencies","https://scispace.com/paper/regulating-the-future-global-infrastructure-compliance-and-tlcmbzpp6xgx","2025","Journal Article","","Andrea Romaoli Garcia","10.5772/intechopen.1011871","https://scispace.compdf/regulating-the-future-global-infrastructure-compliance-and-tlcmbzpp6xgx.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper is a high‑level conceptual discussion of sovereignty and digital currencies, lacking formal methods, specific framework comparisons, or concrete mitigation prototypes.","This paper explores the intersection of cryptocurrency regulation and Global Infrastructure Initiative (GII), analyzing how emerging regulatory frameworks and transnational cooperation are reshaping the future of ethical digital finance. It examines the evolution of regulatory responses to decentralized technology, including priority topics such as anti-money laundering (AML), know-your-customer (KYC) compliance, and jurisdictional fragmentation. Drawing on connections to GII, the chapter underlines the appeal for interoperable standards, digital sovereignty, and ethical governance in order to facilitate robust financial infrastructures in emerging and developing economies. Focusing particularly on how international PPPs, multilateral institutions, and regulatory sandboxes can merge innovation with security, the chapter issues a new paradigm of regulation under the Sixth Dimension of Human Rights and the Principle of Sovereignty of Life. This paradigm embraces cross-border collaboration, technology neutrality, and human rights protection in the digital economy. The discussion also takes into consideration the environment of Central Bank Digital Currencies (CBDCs), digital identity systems, and the ethical basis of algorithmic decision-making in global financial infrastructure design. "
"Privacy in Digital Identity Systems: Models, Assessment, and User Adoption","https://scispace.com/paper/privacy-in-digital-identity-systems-models-assessment-and-39sqg8jx8i","2015","Book Chapter","Electronic Government","Armen Khatchatourov
Maryline Laurent
Claire Levallois-Barth","10.1007/978-3-319-22479-4_21","https://scispace.com/pdf/privacy-in-digital-identity-systems-models-assessment-and-39sqg8jx8i.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper discusses privacy, eIDAS adoption, and user‑centred privacy concerns, but lacks formal modeling, conflict analysis, framework comparison, mitigation mechanisms, prototypes, or policy‑focused conflict insights.","The use of privacy protection measures is of particular importance for existing and upcoming users' digital identities. Thus, the recently adopted EU Regulation on Electronic identification and trust services eIDAS explicitly allows the use of pseudonyms in the context of eID systems, without specifying how they should be implemented. The paper contributes to the discussion on pseudonyms and multiple identities, by 1 providing an original analysis grid that can be applied for privacy evaluation in any eID architecture, and 2 introducing the concept of eID deployer allowing virtually any case of the relationship between the user, the eID implementation and the user's digital identities to be modelled. Based on these inputs, a comparative analysis of four exemplary eID architectures deployed in European countries is conducted. The paper also discusses how sensitive citizens of these countries are to the privacy argument while adopting these systems, and presents the ""privacy adoption paradox""."
"A Systematic Review and Layered Framework for Privacy-by-Design in Self-Sovereign Identity Systems","https://scispace.com/paper/http://arxiv.org/abs/2502.02520v2","2025","Preprint","","Montassar Naghmouchi
Maryline Laurent","","https://arxiv.org/pdf/2502.02520v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a layered privacy framework and design dashboard for SSI, mentions eIDAS context but lacks formal methods, conflict analysis, or concrete implementations.","The use of Self-Sovereign Identity (SSI) systems for digital identity management is gaining traction and interest. Countries such as Bhutan have already implemented an SSI infrastructure to manage the identity of their citizens. The EU, thanks to the revised eIDAS regulation, is opening the door for SSI vendors to develop SSI systems for the planned EU digital identity wallet. These developments, which fall within the sovereign domain, raise questions about individual privacy. The design of SSI systems is complex, often characterized by a large number of components and architectural choices because the current SSI communities differ on how to create identifiers, how to build and present credentials, and even how to design a user wallet. SSI stacks developed by different organizations provide different privacy features for different privacy needs. This paper performs a systematic mapping and review of SSI components and technologies into a novel four-layer privacy framework to address the design complexity of SSI systems. Based on this review, we provide an accompanying Design Assistance Dashboard (DAD). The DAD shows the interdependencies between SSI components in different layers, and maps these components to different privacy requirements and considerations, even providing a simple privacy class for each component."
"Solving Identity Management and Interoperability Problems at Pan-European Level","https://scispace.com/paper/solving-identity-management-and-interoperability-problems-at-xuuhv5h6e9","2009","Book Chapter","Lecture Notes in Computer Science","Sergio García
Ana Gómez Oliva","10.1007/978-3-642-05290-3_97","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes EU identity interoperability conceptually; lacks formal methods, does not address specific framework conflicts, and provides no formal mitigation, implementation, or policy analysis.","In a globalized digital world, it is essential for persons and entities to have a recognized and unambiguous electronic identity that allows them to communicate with one another. The management of this identity by public administrations is an important challenge that becomes even more crucial when interoperability among public administrations of different countries becomes necessary, as persons and entities have different credentials depending on their own national legal frameworks. More specifically, different credentials and legal frameworks cause interoperability problems that prevent reliable access to public services in a cross-border scenarios like today's European Union. Work in this doctoral thesis try to analyze the problem in a carefully detailed manner by studying existing proposals (basically in Europe), proposing improvements in defined architectures and performing practical work to test the viability of solutions. Moreover, this thesis will also address the long-standing security problem of identity delegation, which is especially important in complex and heterogeneous service delivery environments like those mentioned above. This is a position paper."
"A Decentralised Digital Identity Architecture.","https://scispace.com/paper/a-decentralised-digital-identity-architecture-4r581wpmxg","2019","Journal Article","arXiv: Computers and Society","Geoff Goodell
Tomaso Aste","10.3389/FBLOC.2019.00017","https://scispace.com/pdf/a-decentralised-digital-identity-architecture-4r581wpmxg.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper proposes a decentralized identity architecture concept, but lacks formal modeling, conflict analysis, comparison of eIDAS/W3C/Hyperledger/ISO frameworks, concrete mitigation, implementation, or policy discussion.","Current architectures to validate, certify, and manage identity are based on centralised, top-down approaches that rely on trusted authorities and third-party operators. We approach the problem of digital identity starting from a human rights perspective, with a primary focus on identity systems in the developed world. We assert that individual persons must be allowed to manage their personal information in a multitude of different ways in different contexts and that to do so, each individual must be able to create multiple unrelated identities. Therefore, we first define a set of fundamental constraints that digital identity systems must satisfy to preserve and promote privacy as required for individual autonomy. With these constraints in mind, we then propose a decentralised, standards-based approach, using a combination of distributed ledger technology and thoughtful regulation, to facilitate many-to-many relationships among providers of key services. Our proposal for digital identity differs from others in its approach to trust in that we do not seek to bind credentials to each other or to a mutually trusted authority to achieve strong non-transferability. Because the system does not implicitly encourage its users to maintain a single aggregated identity that can potentially be constrained or reconstructed against their interests, individuals and organisations are free to embrace the system and share in its benefits."
"Integrating Verifiable Credentials and Decentralized Identifiers in Cross-Border Payments: Use Cases, Benefits, Opportunities, and Interoperability Benefits","https://scispace.com/paper/fXI0U_oVizUJ","","","","OEG Rıos","","https://blockstand.eu/blockstand/uploads/2025/05/Use_cases__benefits__opportunities_and_interoperability_benefits_of_integrating_VCs_and_DIDs_in_cross_border_payment.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses DIDs/VCs in cross‑border payments, mentions eIDAS integration, offers practical use‑case scenarios, but lacks formal modeling, conflict analysis, or systematic framework comparison.",""
"Towards an Identity Management Solution on Arweave","https://scispace.com/paper/towards-an-identity-management-solution-on-arweave-4bfxxazv0rl8","2025","Journal Article","","Andreea-Elena Drăgnoiu
Ruxandra F. Olimid","10.2139/ssrn.5314952","https://scispace.compdf/towards-an-identity-management-solution-on-arweave-4bfxxazv0rl8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper describes Arweave‑based identity storage and cites eIDAS, GDPR, ION, SelfKey, but lacks formal modeling, conflict analysis, framework comparison, mitigation tactics, prototypes, or policy discussion.",""
"A la recerca del règim jurídic de les proves de coneixement nul en la construcció de la identitat digital europea","https://scispace.com/paper/a-la-recerca-del-regim-juridic-de-les-proves-de-coneixement-4pccew17k2","2023","Journal Article","IDP","R. Fernández","10.7238/idp.v0i38.406015","https://scispace.compdf/a-la-recerca-del-regim-juridic-de-les-proves-de-coneixement-4pccew17k2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes eIDAS 2.0 gaps, proposes Indy‑based solutions, notes privacy benefits, but lacks formal modeling, concrete prototypes, or detailed conflict resolution.","Els protocols criptogràfics de prova de coneixement permeten acreditar l’existència, possessió o coneixement d’una dada revelant només que la declaració feta sobre ella és certa. Aquest article proposa un esquema d’investigació per definir el valor jurídic d’aquests protocols per al desenvolupament de sistemes d’identitat digital dins de la Unió Europea. La darrera esmena a la proposta de modificació del Reglament eIDAS, publicada el febrer de 2023, introdueix nous objectes jurídics: la cartera d’identitat digital europea, les declaracions electròniques d’atributs i les proves de coneixement nul, aquestes com a funcionalitat auxiliar dels dos objectes anteriors. El problema és que la proposta no estableix el règim jurídic adequat per garantir la validesa de les proves de coneixement nul davant de les autoritats supervisores. Amb l’objectiu de redreçar la situació, l’article analitza conceptes com les cadenes de blocs, la identitat digital sobirana, la proposta eIDAS 2.0 i la unió de tots aquests elements en la solució comercial d’identitat digital Hyperledger Indy. Concloem que un marc regulador de proves de coneixement nul amb tres pilars –una regulació de producte informàtic, una regla d’equivalència entre les declaracions i les dades de la cartera amb les seves transformacions matemàtiques i la possibilitat d’imposar l’acceptació d’aquestes proves– pot contribuir a obrir noves perspectives en la direcció que han de prendre els sistemes d’identitat digital de la Unió Europea i el rol que els estats han d’assumir per equilibrar seguretat pública, privacitat dels usuaris i liberalització del mercat. "
"On the Compliance of Self-Sovereign Identity with GDPR Principles: A
  Critical Review","https://scispace.com/paper/on-the-compliance-of-self-sovereign-identity-with-gdpr-3xhr820ei601","2024","Journal Article","","Abubakar-Sadiq Shehu","10.48550/arxiv.2409.03624","https://scispace.compdf/on-the-compliance-of-self-sovereign-identity-with-gdpr-3xhr820ei601.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper reviews SSI vs GDPR without formal modeling, conflict analysis, or comparison of eIDAS 2.0, VCDM, AnonCreds, ISO mDL; lacks formal mitigation, prototypes, or policy depth.","Identity Management Systems (IdMs) have complemented how users are identified, authenticated, and authorised on e-services. Among the methods used for this purpose are traditional IdMs (isolated, centralised and federated) that mostly rely on identity providers (IdPs) to broker trust between a user and service-providers (SPs). An IdP also identifies and authenticates a user on-behalf of the SP, who then determines the authorisation of the user. In these processes, both SP and IdP collect, process or store private users' data, which can be prone to breach. One approach to address the data breach is to relieve the IdP, and return control and storage of personal data to the owner. Self-sovereign identity (SSI) was introduced as an IdM model to reduce the possibility of data breaches by offering control of personal data to the owner. SSI is a decentralised IdM, where the data owner has sovereign control of personal data stored in their digital wallet. Since SSI is an emerging technology, its components and methods require careful evaluation. This paper provides an evolution to IdMs and reviews the state-of-the-art SSI frameworks. We explored articles in the literature that reviewed blockchain solutions for General Data Protection Regulation (GDPR). We systematically searched recent SSI and blockchain proposals, evaluated the compliance of the retrieved documents with the GDPR privacy principles, and discussed their potentials, constraints, and limitations. This work identifies potential research gaps and opportunities. "
"A survey on decentralized identifiers and verifiable credentials","https://scispace.com/paper/a-survey-on-decentralized-identifiers-and-verifiable-3a25dj4phs","2024","Journal Article","arXiv.org","Carlo Mazzocca
Abbas Acar
Selcuk Uluagac
Rebecca Montanari
Paolo Bellavista
Mauro Conti","10.48550/arxiv.2402.02455","https://arxiv.org/pdf/2402.02455","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey reviews DIDs/VCs and regulations, but lacks formal methods, conflict analysis, or framework comparisons; only briefly discusses policy implications.","Digital identity has always been considered the keystone for implementing secure and trustworthy communications among parties. The ever-evolving digital landscape has gone through many technological transformations that have also affected the way entities are digitally identified. During this digital evolution, identity management has shifted from centralized to decentralized approaches. The last era of this journey is represented by the emerging Self-Sovereign Identity (SSI), which gives users full control over their data. SSI leverages decentralized identifiers (DIDs) and verifiable credentials (VCs), which have been recently standardized by the World Wide Web Community (W3C). These technologies have the potential to build more secure and decentralized digital identity systems, remarkably contributing to strengthening the security of communications that typically involve many distributed participants. It is worth noting that the scope of DIDs and VCs extends beyond individuals, encompassing a broad range of entities including cloud, edge, and Internet of Things (IoT) resources. However, due to their novelty, existing literature lacks a comprehensive survey on how DIDs and VCs have been employed in different application domains, which go beyond SSI systems. This paper provides readers with a comprehensive overview of such technologies from different perspectives. Specifically, we first provide the background on DIDs and VCs. Then, we analyze available implementations and offer an in-depth review of how these technologies have been employed across different use-case scenarios. Furthermore, we examine recent regulations and initiatives that have been emerging worldwide. Finally, we present some challenges that hinder their adoption in real-world scenarios and future research directions."
"Blockchain and DID-Based Cross-Domain Identity Authentication and Maintenance in Web3","https://scispace.com/paper/blockchain-and-did-based-cross-domain-identity-3rw7kamo8vpq","2024","Journal Article","","Rui Wang
Heng Pan
Xiang Deng
Yushu Li
Cong Li
Dongdong Fan
Xiaoqiang Guo","10.1109/icbctis64495.2024.00040","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a DID‑based cross‑domain authentication scheme with blockchain, group signatures, and dynamic accumulators; lacks formal modeling, conflict analysis, framework comparison, and policy discussion, but includes experimental prototype evaluation.","With the development and application of Web3 technology, cross-domain identity authentication and management have become crucial topics in the digital economy. However, existing cross-domain authentication methods face challenges such as low decentralization, low management efficiency, and poor interoperability. To address these issues, this paper proposes a cross-domain authentication mechanism based on Decentralized Identifiers (DID), group signatures, and dynamic accumulators, aiming to meet the security needs of cross-domain identity authentication and dynamic management in Web3. First, a consortium blockchain is constructed among different management domains. Then, a Key Generation Center (KGC) is established in each domain, responsible for jointly generating keys with users and enhancing their DIDs, thereby reducing the reliance on the KGC and increasing the level of decentralization. By improving the Verifiable Credential (VC) format through dynamic accumulators, instant verification, revocation, and permission changes are achieved, meeting the dynamic management needs in a decentralized environment. Subsequently, each management domain issues cross-domain tokens using group public keys through group signature technology, ensuring interoperability of VC tokens and user privacy protection during the identity authentication process. Finally, each management domain only needs to verify the validity of the cross-domain tokens to complete cross-domain identity authentication. The performance and experimental analysis results of this study indicate that the proposed scheme exhibits good performance and scalability."
"Towards Interoperable Self-sovereign Identities","https://scispace.com/paper/towards-interoperable-self-sovereign-identities-4r0qxjdqv9","","Journal Article","IEEE Access","Hakan Yildiz
Axel Küpper
Dirk Thatmann
Sebastian Göndör
Patrick Herbke","10.1109/access.2023.3313723","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Defines interoperability and a reference model for SSI, addressing tech mismatches but lacks formal methods, specific framework comparisons, and concrete implementations.","Self-sovereign identity is a digital identity paradigm that allows users and organizations to manage digital identity in a decentralized fashion without any central authority controlling the process of issuing identities and verifying assertions. Following this paradigm, implementations have emerged in recent years, with some having different underlying technologies. These several technological differences often create interoperability problems between software that interact with each other from different implementations. Although a common problem, there is no common understanding of interoperability in the context of self-sovereign identities. In this tutorial paper, we propose a definition of interoperability of self-sovereign identities to enable a shared understanding. Moreover, due to the decentralized nature, interoperability of self-sovereign identities depends on multiple components, such as ones responsible for establishing a cryptographic trust or enabling secure communication between entities without centralized authorities. To understand those components and their dependencies, we also present a reference model that maps the required components and considerations that build up a self-sovereign identity implementation. The reference model enables addressing how to achieve interoperability between different implementations."
"An identity framework for providing access to FIWARE OAuth 2.0-based services according to the eIDAS European Regulation","https://scispace.com/paper/an-identity-framework-for-providing-access-to-fiware-oauth-2-3f0fljekor","2019","Journal Article","IEEE Access","Álvaro Alonso
Alejandro Pozo
Johnny Choque
Gloria Bueno
Joaquín Salvachúa
Luis Diez
Jorge Marín
Pedro Luis Chas Alonso","10.1109/ACCESS.2019.2926556","https://scispace.com/pdf/an-identity-framework-for-providing-access-to-fiware-oauth-2-3f0fljekor.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Proposes an OAuth2/FIWARE integration model for eIDAS services, but lacks formal methods, conflict analysis, and coverage of the specified frameworks; offers limited policy insight.","Secure electronic identification (eID) is one of the key enablers of data protection, privacy, and the prevention of online fraud. However, until now, the lack of common legal basis prevented European Member States from recognizing and accepting eIDs issued in the other Member States. The electronic identification and trust services (eIDAS) regulation provides a solution to these issues by ensuring the cross-border mutual recognition of eIDs. FIWARE is a European initiative that provides a rather simple yet powerful set of application programming interfaces (APIs) that ease the development of smart applications in multiple vertical sectors and oriented to the future internet. In this paper, we propose a model that enables the connection of FIWARE OAuth 2.0-based services with the eID authentication provided by eIDAS reference. Thanks to this model, services already connected with an OAuth 2.0 identity provider can be automatically connected with eIDAS nodes for providing eID authentication to European citizens. For validating the proposed model, we have deployed an instance of the FIWARE identity manager connected to the Spanish eIDAS node. Then, we have registered two services, a private videoconferencing system, and a public smart city deployment, and extended their functionalities for enriching the user experience leveraging the eID authentication. We have evaluated the integration of both services in the eIDAS network with real users from seven different countries. We conclude that the proposed model facilitates the integration of generic and FIWARE-based OAuth 2.0 services to the eIDAS infrastructure, making the connection transparent for developers."
"A semantic framework for defining and assessing e-identity management ecosystems based on self-sovereign identity principles","https://scispace.com/paper/_NtNvYA7NqoJ","","","","C Lepore","","https://theses.hal.science/tel-05554605/file/2025TLSES209.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses semantic modeling to operationalize SSI and maps eIDAS to Trust Over IP, offering modest formal structure but no conflict analysis or coverage of listed frameworks; limited policy discussion.",""
"Evolution of Digital Identity in Europe: Experimenting with the eIDAS 2.0 Framework and the EU Digital Identity Wallet","https://scispace.com/paper/mvxbDyi1uXAJ","","","","A Vanella","","https://webthesis.biblio.polito.it/secure/35272/1/tesi.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a prototype EU Digital Identity Wallet and discusses European policy implications, but lacks formal methods, conflict analysis, or comparison of multiple specified frameworks.",""
"National Identification Systems As Enablers of Online Identity","https://scispace.com/paper/national-identification-systems-as-enablers-of-online-2ycvlu9adz","2023","Book Chapter","","Livinus Obiora Nweke","10.5772/intechopen.1002294","https://scispace.compdf/national-identification-systems-as-enablers-of-online-2ycvlu9adz.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses interoperability standards and eIDAS, but provides no formal modeling, conflict analysis, or framework comparison; only general policy discussion on cross‑border identity governance.","This chapter examines the role of national identification systems (NIDS) as enablers of online identity in this digital age. With the rapid growth of digital services and platforms, online identity management has become increasingly crucial. NIDS are among the cornerstones shaping digital identities by providing secure authentication and access to various online services. The chapter explores the evolution of NIDS, their transition from physical to digital formats, and their integration with online identity management. It presents case studies from Estonia, India, Norway, Sweden, and Singapore to demonstrate the diverse approaches and best practices in implementing an effective integration of NIDS with online services. The chapter discusses the challenges of NIDS as enablers of online identity to highlight the areas that require attention and improvement. It also explores the impact of emerging technologies on the future of NIDS, emphasising the importance of continuous research, innovation, and international collaboration. In general, stakeholders can contribute to a more secure, connected, and inclusive digital society by understanding the significance and potential of NIDS in shaping online identities. "
"Enabling SSI-Compliant Use of EUDI Wallet Credentials through Trusted Execution Environment and Zero-Knowledge Proof","https://scispace.com/paper/http://arxiv.org/abs/2601.19893v1","2026","Preprint","","Nacereddine Sitouah
Francesco Bruschi
Stefano De Cillis","","https://arxiv.org/pdf/2601.19893v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Proposes TEE/ZKP architecture for SSI compliance, but lacks formal methods, explicit conflict analysis, and multi‑framework comparison; offers informal mitigation ideas and policy discussion.","The passing of the eIDAS amendment marks an important milestone for EU countries and changes how they must manage digital credentials for both public services and businesses. Italy has led in adopting eIDAS, first with CIE and SPID identity schemes, and now with the Italian Wallet (IO app) aligned to eIDAS 2.0. Self-Sovereign Identity (SSI) is a decentralized model born from the success of Distributed Ledgers, giving individuals full control over their digital identity. The current eIDAS 2.0 and its implementation acts diverge from SSI principles, rendering the European Digital Identity Wallet (EUDIW) centralized and merely user-centric, prioritizing security and legal protection over true self-sovereignty.
  This paper proposes an architecture that enables the use of IT Wallet credentials and services in an SSI-compliant environment through Trusted Execution Environments and Zero-Knowledge Proofs."
"Blockchain-Based Digital Identity Management: A Comprehensive Review of Security, Privacy, Regulatory Perspectives, and Future Directions","https://scispace.com/paper/x5mty1ZakcMJ","","","","EMAJ Alaridhi
DS Naji","","https://journals.uokerbala.edu.iq/index.php/UOKJ/article/download/4319/2878","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey of blockchain identity; no formal modeling or conflict analysis, limited mitigation discussion, and only general policy commentary.",""
"Global convergence in digital identity and attribute management: Emerging needs for standardization","https://scispace.com/paper/global-convergence-in-digital-identity-and-attribute-289osrc9r8","2014","Proceedings Article","","Maurizio Talamo
Maria Laura Barchiesi
Daniela Merella
Christian H. Schunck","10.1109/KALEIDOSCOPE.2014.6858475","https://scispace.com/pdf/global-convergence-in-digital-identity-and-attribute-289osrc9r8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Surveys standardization challenges; does not employ formal methods, identify conflicts, compare eIDAS/W3C/Hyperledger/ISO, nor propose mitigation, prototypes, or policy analysis.","In a converging world, where borders between countries are surpassed in the digital environment, it is necessary to develop systems that effectively replace the recognition “vis-a-vis” with digital means of recognizing and identifying entities and people. In this work we summarize the current standardization efforts in the area of digital identity management. We identify a number of open challenges that need to be addressed in the near future to ensure the interoperability and usability of digital identity management services in an efficient and privacy maintaining international framework. These challenges for standardization include: the management of identifiers for digital identities at the global level; attribute management including attribute format, structure, and assurance; procedures and protocols to link attributes to digital identities. Attention is drawn to key elements that should be considered in addressing these issues through standardization."
"Decentralized identity management: Building and integrating a self-sovereign identity framework","https://scispace.com/paper/Ls24eu_MHJcJ","","","","L Rota","","https://webthesis.biblio.polito.it/30910/1/tesi.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Builds an SSI prototype using MetaMask and Ethereum contracts; lacks formal methods, conflict analysis, framework comparison, mitigation or policy discussion.",""
