"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Traceability and reuse mechanisms, the most important properties of model transformation languages","https://scispace.com/paper/traceability-and-reuse-mechanisms-the-most-important-4ra2rxxzbp","2024","Journal Article","Empirical Software Engineering","Stefan Höppner
Matthias Tichy","10.1007/s10664-023-10428-2","https://scispace.compdf/traceability-and-reuse-mechanisms-the-most-important-4ra2rxxzbp.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses model transformation languages, DSL classification, and traceability mechanisms, but contains no SSI/VC content, tools, case studies, or security/performance analysis.","Abstract Context Dedicated model transformation languages are claimed to provide many benefits over the use of general purpose languages for developing model transformations. However, the actual advantages and disadvantages associated with the use of model transformation languages are poorly understood empirically. There is little knowledge and even less empirical assessment about what advantages and disadvantages hold in which cases and where they originate from. In a prior interview study, we elicited expert opinions on what advantages result from what factors surrounding model transformation languages as well as a number of moderating factors that moderate the influence. Objective We aim to quantitatively asses the interview results to confirm or reject the influences and moderation effects posed by different factors. We further intend to gain insights into how valuable different factors are to the discussion so that future studies can draw on these data for designing targeted and relevant studies. Method We gather data on the factors and quality attributes using an online survey. To analyse the data and examine the hypothesised influences and moderations, we use universal structure modelling based on a structural equation model. Universal structure modelling produces significance values and path coefficients for each hypothesised and modelled interdependence between factors and quality attributes that can be used to confirm or reject correlation and to weigh the strength of influence present. Results We analyzed 113 responses. The results show that the MTL capabilities Tracing and Reuse Mechanisms are most important overall. Though the observed effects were generally 10 times lower than anticipated. Furthermore, we found that moderation effects need to be individually assessed for each influence on a quality attribute. The moderation effects of a single moderating variable vary significantly for each influence, with the strongest effects being 1000 times higher than the weakest. Conclusion The empirical assessment of MTLs is a complex topic that cannot be solved by looking at a single stand-alone factor. Our results provide clear indication that evaluation should consider transformations of different sizes and use-cases that go beyond mapping one elements attributes to another. Language development on the other hand should focus on providing practical, transformation specific reuse mechanisms that allow MTLs to excel in areas such as maintainability and productivity compared to GPLs. "
"Model-Driven Software Evolution: A Research Agenda","https://scispace.com/paper/model-driven-software-evolution-a-research-agenda-vrsf9vu05o","2007","","","A. van Deursen
Eelco Visser
J. Warmer","","https://scispace.com/pdf/model-driven-software-evolution-a-research-agenda-vrsf9vu05o.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on MDE, DSLs, and model transformations for software evolution, but contains no SSI/VC content, tool prototypes, case studies, formal semantics, security analysis, performance data, or standards interoperability.","Software systems need to evolve, and systems built using model-driven approaches are no exception. What complicates model-driven engineering is that it requires multiple dimensions of evolution. In regular evolution, the modeling language is used to make the changes. In meta-model evolution, changes are required to the modeling notation. In platform evolution, the code generators and application framework change to reflect new requirements on the target platform. Finally, in abstraction evolution, new modeling languages are added to the set of (modeling) languages to reflect increased understanding of a technical or business domain. While MDE has been optimized for regular evolution, presently little or no support exists for metamodel, platform and abstraction evolution. In this paper, we analyze the problems raised by the evolution of model-based software systems and identify challenges to be addressed by research in this area. To be presented at the CSMR 2007 Workshop on Model-Driven Software Evolution (MoDSE), Amsterdam, 20 March 2007."
"Common pattern modeling language for object and component architectures","https://scispace.com/paper/common-pattern-modeling-language-for-object-and-component-3isol3legn","2013","Proceedings Article","Conference on Pattern Languages of Programs","Jacob Geisel
Brahim Hamid
Adel Ziani
Ansgar Rademacher","","https://scispace.com/pdf/common-pattern-modeling-language-for-object-and-component-3isol3legn.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on MDE, pattern languages, and DSL tooling, but lacks any SSI/VC content; provides generic tool support and discusses DSL semantics without security, performance, or interoperability details.","Design patterns are widely used as a meaning to capture and provide valuable expert information in order to describe a solution for a given problem or to provide a selected property. By choosing one or more patterns and applying them during the software development life cycle, software engineers are able to use proven building blocks for achieving software on a large scale. In our work, we deal with a pattern modeling language as a new representation of patterns to ease their application and categorization in software engineering. In this paper, we demonstrate the capabilities of our pattern modeling language for software architectures. For that, we propose a framework based on a process with patterns within a set of model transformation rules to target object and component architectures. This leads to a simple way to model patterns for reuse independently from the targeted system-under-development's architecture. To illustrate the approach we consider an example of a secure communication pattern."
"A model-driven approach for composing SAWSDL semantic Web services","https://scispace.com/paper/http://arxiv.org/abs/1004.3256v1","2010","Preprint","","Fatima-Zahra Belouadha
Hajar Omrana
Ounsa Roudies","","https://arxiv.org/pdf/1004.3256v1","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MDA (UML profile, transformation rules, BPMN to BPEL) to model and compose SAWSDL services, but has no SSI/VC content, tooling, or evaluation related to identity credentials.","Composing Web services is a convenient means of dealing with complex requests. However, the number of Web services on the Internet is increasing. This explains the growing interest in composing Web services automatically. Nevertheless, the Web services' semantics is necessary for any dynamic composition process. In this article, we present an MDA approach to develop and compose SAWSDL semantic Web services. To model Web services, we use a UML profile which is independent of the description standards. The SAWSDL interface files are generated by using transformation rules. To model the behavior of a composite Web service and generate its executable BPEL file, we use the BPMN notation in a platform of modeling and implementing business process. The main contribution of this work is the easy and extensible solution to a model-driven development of the semantic atomic and composite Web services."
"Modeling self-sovereign identity governance framework","https://scispace.com/paper/R9FQFQt_Ym8J","","","","M Sroor","","https://jyx.jyu.fi/bitstreams/94be7e88-50f8-49d1-b759-db1342725224/download","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a DSL to model SSI governance, linking MDE concepts to identity management, but lacks detailed VC treatment, implementation, evaluation, or formal/security analysis.",""
"First European Workshop on Composition of Model Transformations - CMT 2006","https://scispace.com/paper/first-european-workshop-on-composition-of-model-4f0bfrbly2","2006","Journal Article","CTIT technical report series","A.G. Kleppe","","https://scispace.com/pdf/first-european-workshop-on-composition-of-model-4f0bfrbly2.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on composing model transformations via DSMLs, offering meta‑modeling and rule generation, but lacks any SSI/VC content or related evaluations.",""
"Self model-driven engineering through metaprograms","https://scispace.com/paper/self-model-driven-engineering-through-metaprograms-3l10x9qahu","2013","Proceedings Article","Panhellenic Conference on Informatics","Yannis Lilis
Anthony Savidis
Yannis Valsamakis","10.1145/2491845.2491872","https://dl.acm.org/doi/pdf/10.1145/2491845.2491872","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses metaprogramming to embed MDE tool execution and generate AST fragments, providing a proof‑of‑concept implementation, but lacks any SSI/VC discussion or related evaluations.","In this paper we focus on generative model-driven engineering (MDE) tools and explore the notion of incorporating their deployment directly within the program source through metaprogramming. Our approach is based on the following principles: (i) the MDE tool is invoked as part of the metaprogram evaluation; (ii) instead of generating code, the MDE tool generates source fragments as abstract syntax trees (ASTs); (iii) the generated source fragments are directly inserted into the main program source through generator macros of the metaprogram; and (iv) the resulting program that incorporates both model code and custom application code can be normally compiled to produce the final application. Using this methodology, the metaprogram practically operates as an interactive editor for the program itself. We assess the validity of our approach with proof-of-concept case studies where all MDE deployment is performed through metaprogramming."
"Specifying and verifying model transformations for certified systems using transformation models","https://scispace.com/paper/bs0I-0kietIJ","","","","A Toom
A Dieumegard
M Pantel","","https://hal.science/hal-02272309v1/file/ERTS_2014_submission_110.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides verification of model transformations using MDE, but contains no SSI/VC content; only the generic MDE technique criterion aligns.",""
"Claimed advantages and disadvantages of (dedicated) model transformation languages: a systematic literature review","https://scispace.com/paper/claimed-advantages-and-disadvantages-of-dedicated-model-yqwfl0q9z2","2021","Journal Article","Software and Systems Modeling","Stefan Götz
Matthias Tichy
Raffaela Groner","10.1007/S10270-020-00815-4","https://scispace.com/pdf/claimed-advantages-and-disadvantages-of-dedicated-model-yqwfl0q9z2.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews model transformation language claims; covers MDE concepts but lacks SSI/VC content, implementations, case studies, formal semantics, security, performance, or interoperability.","There exists a plethora of claims about the advantages and disadvantages of model transformation languages compared to general-purpose programming languages. With this work, we aim to create an overview over these claims in the literature and systematize evidence thereof. For this purpose, we conducted a systematic literature review by following a systematic process for searching and selecting relevant publications and extracting data. We selected a total of 58 publications, categorized claims about model transformation languages into 14 separate groups and conceived a representation to track claims and evidence through the literature. From our results, we conclude that: (i) the current literature claims many advantages of model transformation languages but also points towards certain deficits and (ii) there is insufficient evidence for claimed advantages and disadvantages and (iii) there is a lack of research interest into the verification of claims."
"An introduction to model versioning","https://scispace.com/paper/an-introduction-to-model-versioning-2t6qnhfbdm","2012","Book Chapter","Formal Methods","Petra Brosch
Gerti Kappel
Philip Langer
Martina Seidl
Konrad Wieland
Manuel Wimmer","10.1007/978-3-642-30982-3_10","https://scispace.com/pdf/an-introduction-to-model-versioning-2t6qnhfbdm.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on model versioning and MDE fundamentals, offering metamodeling and transformation insights, but lacks any SSI/VC content, tooling, case studies, or performance/security analysis.","With the emergence of model-driven engineering (MDE), software models are considered as central artifacts in the software engineering process, going beyond their traditional use as sketches. In MDE, models rather act as the single source of information for automatically generating executable software. This shift poses several new research challenges. One of these challenges constitutes model versioning, which targets at enabling efficient team-based development of models. This compelling challenge induced a very active research community, who yielded remarkable methods and techniques ranging from model differencing to merging of models.

In this tutorial, we give an introduction to the foundations of model versioning, the underlying technologies for processing models and their evolution, as well as the state of the art in model versioning. Thereby, we aim at equipping students and researchers alike that are new to this domain with enough information for commencing to contribute to this challenging research area."
"interID--An Ecosystem-agnostic Verifier-as-a-Service with OpenID Connect Bridge","https://scispace.com/paper/LAp2SN_BuuoJ","","","","H Yildiz
A Küpper","","https://arxiv.org/pdf/2602.14871","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI concepts and Verifiable Credentials extensively; defines a DSL for verifier services, linking MDE to SSI; provides a working verifier-as-a-service prototype; includes a deployment scenario; discusses OpenID Connect bridge interoperability with W3C standards.",""
"A Trustworthy Self-Sovereign Data and Identity Management Framework","https://scispace.com/paper/a-trustworthy-self-sovereign-data-and-identity-management-dqkv3hizn9uj","2024","Repository","","","10.25777/ww7c-wg19","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on SSI/VC, detailing decentralized storage and zero‑knowledge proof verification. Provides security/privacy analysis of quantum‑resistant signatures. Lacks any model‑driven engineering methods, tools, or performance data.","Data is a fundamental building block in the digital world, providing a basis for decisionmaking and growth across numerous applications. In our modern world, we have become accustomed to collecting data on everything, including devices, machines, and people. The increased value of such data has led to aggressive harvesting mechanisms that prioritize data collection, storage, and pervasiveness while often disregarding security, privacy concerns, and compliance with regulations and standards. Such a pervasive attitude towards data has resulted in a loss of control, prompting concerns among individuals and mobilizing the scientific community towards advocating for data self-sovereignty. Self-Sovereign Identity (SSI) emerges as a response, proposing a model where individuals, organizations, and devices manage their information without relying on third-party intermediaries. Leveraging blockchain, decentralized identifiers (DIDs), and verifiable credentials (VCs), SSI aims to restore privacy, security, and autonomy over personal data and identity credentials. It seeks to safeguard users from unauthorized access and misuse, fostering trust and transparency in digital interactions. Although the SSI framework holds significant promise for revolutionizing data and identity management on the internet, being a relatively new concept, it faces several emerging limitations and challenges. One significant issue is the inadequacy of secure decentralized storage solutions that fully support data sovereignty. Additionally, there is a gap in the capability to verify governed data in a manner that preserves privacy. Another emerging concern is the vulnerability of SSI frameworks to the advanced computational powers of quantum computing. As quantum computing continues to evolve, its potential to break current encryption standards poses a significant threat to the security of SSI systems. The research work presented in this dissertation advances a novel, productive approach to digital data and identity assets, emphasizing the preservation of integrity, security, privacy, and confidentiality. The first fold of this study presents a decentralized, proactively protected cloud storage framework that regulates secure storage solutions for issued VCs. The designed model supports zero-knowledge proof-enabled verification processes for the users’ decentralized-stored data and identity information. Meanwhile, the second fold of this study introduces an innovative lightweight post-quantum cryptographic signature scheme designed to protect VCs against prospective quantum computational threats. "
"Certifying Provenance of Scientific Datasets with Self-sovereign Identity and Verifiable Credentials","https://scispace.com/paper/certifying-provenance-of-scientific-datasets-with-self-11bsv26ggusn","","","","Iain Barclay
Swapna Radha
Alun Preece
Ian Taylor
Jarek Nabrzyski","10.48550/arxiv.2004.02796","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI/VC to certify dataset provenance, aligns with standards, and discusses cryptographic trust. No MDE methods or tools are presented; only a conceptual scenario and security rationale.","In order to increase the value of scientific datasets and improve research outcomes, it is important that only trustworthy data is used. This paper presents mechanisms by which scientists and the organisations they represent can certify the authenticity of characteristics and provenance of any datasets they publish so that secondary users can inspect and gain confidence in the qualities of data they source. By drawing on data models and protocols used to provide self-sovereign ownership of identity and personal data to individuals, we conclude that providing self-sovereignty to data assets offers a viable approach for institutions to certify qualities of their datasets in a cryptography secure manner, and enables secondary data users to efficiently perform verification of the authenticity of such certifications. By building upon emerging standards for decentralized identification and cryptographically verifiable credentials, we envisage an infrastructure of tools being developed to foster adoption of metadata certification schemes, and improving the quality of information provided in support of shared data assets."
"SSI, from Specifications to Protocol? Formally Verify Security!","https://scispace.com/paper/ssi-from-specifications-to-protocol-formally-verify-security-3d1q64oj34","2024","Proceedings Article","","Christoph Braun
R. Horne
Tobias Käfer
Sjouke Mauw","10.1145/3589334.3645426","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI standards to build a web authentication protocol; formally verifies secrecy, authentication, unlinkability. No MDE, DSL, or tool artifacts. Discusses assembling W3C VC/DID specs, but lacks performance data or case study.","We evaluate a bundle of specifications from the Self-Sovereign Identity (SSI) paradigm to construct an authentication protocol for the Web. We demonstrate how relevant standards such as W3C Verifiable Credentials (VC), W3C Decentralised Identifiers (DIDs), and components of the Hyperledger Aries Framework are to be assembled methodologically into a protocol. We make those assumptions from standard trust models explicit that underlie the derived protocol, and verify security and privacy properties, notably secrecy, authentication, and unlinkability. This enables us to formally justify the additional precision that we urge these specifications to consider, to ensure that implementors of SSI-based systems do not neglect security-critical controls."
"Decentralised Digital Identity and Verifiable Credential Tracking and Management System","https://scispace.com/paper/decentralised-digital-identity-and-verifiable-credential-4y1zswj3hw","2023","Proceedings Article","","Sthembile Mthethwa
Tanita Singano
Lungisani Ndlovu
R. Khutlang
Daniel Shadung
Bongani Ngebeni","10.1109/icecet58911.2023.10389306","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI and VC concepts extensively; lacks any model‑driven engineering methods or DSLs; provides performance claims and aligns with W3C standards; mentions privacy but no formal analysis or tooling.","Digital identity has rapidly gained interest as organisations strive toward digital transformation. However, the lack of adequate digital identity management mechanisms has become a major concern. Consequently, decentralised digital identities are increasingly being used as a form of credentialing. This requires secure, reliable, scalable and privacy-preserving credential issuance and verification mechanisms to prove the legitimacy of the credential. On the other hand, most existing systems provide centralised solutions that primarily rely on third parties. Meanwhile, these systems do not allow end-users to own, control, and share their credentials with relevant parties. This paper proposes a secure and reliable de centralised digital identity, verifiable credential tracking, and management system. The proposed system guarantees the authenticity and integrity of the user credentials and allows users to selectively share a subset of their verifiable credentials with relevant stakeholders through the model known as self-sovereign identity (SSI). SSI facilitates end users to have sole ownership over the ability to control their accounts and personal data. To achieve the objectives of the study, the proposed system adopts the World Wide Web Consortium (W3C), Decentralised Identifiers (DIDs), Verifiable Credentials (VCs), and Distributed Ledger Technologies (DLTs). The system outperforms competitors in terms of both storage and speed and, thus, delivers exceptional efficiency and interoperability."
"Chorssi: A bpmn-based execution framework for self-sovereign identity systems on blockchain","https://scispace.com/paper/chorssi-a-bpmn-based-execution-framework-for-self-sovereign-26epirxj85","2023","Book Chapter","","Tommaso Cippitelli
Alessandro Marcelletti
Andrea Morichetta","10.1007/978-3-031-43433-4_1","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses BPMN choreography to model SSI interactions, implements a tool tested on a property‑transaction case, but lacks deep VC details, formal semantics, or performance/security analysis.","The digital age has made identity a crucial aspect of online activities due to our increasing reliance on digital platforms. This has led to the development of different identity management systems, relying on centralised infrastructures but exposed to security vulnerabilities. Self-Sovereign Identity (SSI) is a promising alternative, as it allows individuals to control their personal data and securely share it with others without relying on a central authority. However, developing such systems and executing the related operations is complex and challenging, especially for non-expert users. To simplify the development process, we propose ChorSSI, a BPMN-based framework that supports the modelling of an SSI system and the execution of the related interactions. The design relies on BPMN choreography diagrams, permitting the representation of SSI interactions between parties in a distributed manner. The proposed framework was implemented and tested over the real Chromaway property transaction case study. "
"Decentralized Digital Identity Using Blockchain in the Web4 Era","https://scispace.com/paper/decentralized-digital-identity-using-blockchain-in-the-web4-otfidt4j5y9o","2025","Repository","","Shubham Goswami","10.5281/zenodo.15764296","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Centers on SSI/VC with a blockchain framework, but provides no MDE methods, tooling, or detailed evaluation; only high‑level application scenarios and brief privacy mentions.","As more of our lives shift online, managing digital identity in a safe and user-centric way has become a pressing challenge. This paper explores how blockchain technology can offer a transparent, secure, and decentralized approach to identity management in the emerging Web4 ecosystem. It proposes a framework using Decentralized Identifiers (DIDs), Verifiable Credentials (VCs), Modular Identity Capsules (MICs), and Smart Contracts to enable self-sovereign identity. The study reviews existing systems like Microsoft ION, Sovrin, and Veramo, discusses practical applications in sectors like healthcare, education, and governance, and outlines future research directions for privacy-preserving digital identity systems. "
"SSL-XIoMT: Secure, scalable, and lightweight cross-domain IoMT sharing with SSI and ZKP authentication","https://scispace.com/paper/ssl-xiomt-secure-scalable-and-lightweight-cross-domain-iomt-dcgl337cooph","","Journal Article","IEEE open journal of the Computer Society","Lyhour Hak
Somchart Fugkeaw","10.1109/ojcs.2025.3570087","https://ieeexplore.ieee.org/iel8/8782664/9024218/11003572.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI and ZKP for IoMT sharing, providing a Hyperledger‑based prototype with security analysis and performance data; lacks any model‑driven engineering, DSLs, or formal semantics.",""
"A user-centric self-sovereign identity-based authentication framework for decentralized data management in healthcare settings","https://scispace.com/paper/a-user-centric-self-sovereign-identity-based-authentication-20s2a7j5ts","2023","Journal Article","","Chetana Pujari
Balachandra Muniyal
C. B. Chandrakala
Muttukrishnan Rajarajan","10.1109/icrais59684.2023.10367127","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI for healthcare authentication via Hyperledger Aries; provides prototype and case study but lacks MDE methods, formal semantics, and performance data.","Establishing identities and privacy in the modern digital landscape faces critical challenges, such as counterfeit identities, identity theft, and data breaches. These issues have significant implications for the healthcare system. To address these concerns, access control and Self-Sovereign Identity (SSI) play vital roles in creating a privacy-conscious ecosystem. SSI enables user-centric management of identification credentials and electronic health records (EHR), allowing users to validate their credentials without relying on central or external servers. The proposed work is an innovative approach to identifying various stakeholders in the healthcare system. By utilizing cryptographic proofs, the proposed method instills trust in the stakeholder's identity. Moreover, the proposed work successfully mitigates various security attacks. The demonstration of this work leverages the Hyperledger Aries framework and a test blockchain network called Von-network. "
"Towards a catalogue of self-sovereign identity design patterns","https://scispace.com/paper/towards-a-catalogue-of-self-sovereign-identity-design-3pwvt0ks","2023","Journal Article","Applied Sciences","Spela Cucko
Vid Kersic
Muhamed Turkanović","10.3390/app13095395","https://scispace.com/pdf/towards-a-catalogue-of-self-sovereign-identity-design-3pwvt0ks.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers 35 SSI design patterns covering DID, VC, wallets, and actors—perfect match for SSI focus. Briefly notes W3C alignment (some interoperability). No MDE, tools, or evaluations.","Self-sovereign identity (SSI) is a user-centric, decentralised identity approach that provides a means for identification, authentication, and authorisation without the involvement of external entities, responsible for identity provisioning and management in current centralised and federated approaches. In general, the basic building blocks of an SSI system include decentralised identifiers, verifiable credentials, identity wallets, a verifiable data registry, and three main actors: issuer, identity holder, and verifier. Even though the SSI field is dominated by proposals, SSI systems can be implemented in different ways, which is reflected in the absence of a well-defined architecture. Thus, the best implementation is still a matter of research, the requirements of the individual system, and its field of application. However, well-designed and implemented systems are crucial to avoiding failures, speeding up the development process, ensuring high quality, and the broader adoption of SSI solutions. Hence, the main objective of this study was to identify design patterns and good practices of the SSI ecosystems by reviewing and analysing the literature, technical documentation, and existing SSI implementations. Therefore, the study is built on existing knowledge, and presents a comprehensive catalogue of thirty-five SSI design patterns that can serve as a starting point for a possible SSI system design."
"A Tutorial on the Interoperability of Self-sovereign Identities","https://scispace.com/paper/http://arxiv.org/abs/2208.04692v1","2022","Preprint","","Hakan Yildiz
Axel Küpper
Dirk Thatmann
Sebastian Göndör
Patrick Herbke","","https://arxiv.org/pdf/2208.04692v1","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI concepts to define interoperability, presents reference model mapping components; lacks any model‑driven engineering methods, tools, formal analysis, or performance data.","Self-sovereign identity is the latest digital identity paradigm that allows users, organizations, and things to manage identity in a decentralized fashion without any central authority controlling the process of issuing identities and verifying assertions. Following this paradigm, implementations have emerged in recent years, with some having different underlying technologies. These technological differences often create interoperability problems between software that interact with each other from different implementations. Although a common problem, there is no common understanding of self-sovereign identity interoperability. In the context of this tutorial, we create a definition of interoperability of self-sovereign identities to enable a common understanding. Moreover, due to the decentralized nature, interoperability of self-sovereign identities depends on multiple components, such as ones responsible for establishing trust or enabling secure communication between entities without centralized authorities. To understand those components and their dependencies, we also present a reference model that maps the required components and considerations that build up a self-sovereign identity implementation. The reference model helps address the question of how to achieve interoperability between different implementations."
"CredSSI: Enhancing Security and Privacy with Self-Sovereign Identities Approach","https://scispace.com/paper/credssi-enhancing-security-and-privacy-with-self-sovereign-3u743nxjte","2024","Proceedings Article","","José Álvaro Fernández Carrasco
Lucía Muñoz-Solanas
Lander Segurola Gil
Daniel Paredes-García","10.1109/percomworkshops59983.2024.10503044","","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI and Verifiable Credentials to manage agri‑food platform identities; implements smart‑contract based wallet and VC issuance. Provides a concrete tool (CredSSI) and a real‑world deployment, but lacks any model‑driven engineering, formal semantics, or performance data. Mentions security/privacy considerations and touches on standards via Ethereum DID usage.","The Self-Sovereign Identity (SSI) concept is the latest solution to emerge as an Identity Management model. Unlike other traditional models, an SSI-based system places the user at the center of the system, so that the user is the sole owner and manager of his or her identity information. This idea is very much in line with the recommendations and regulations that are emerging in the European Union, which is trying to promote the creation of a secure Digital Identity ecosystem, in which users manage their credentials through a personal wallet. This paper presents CredSSI, a tool that implements an SSI model for Identity Management in an agri-food application platform in a European project (DIVINE) and that allows performing user authentication and authorization functions. In the proposed system, user roles and permissions are managed using Verifiable Credentials, which are signed by the owners of the services. In addition, the implementation of the SSI model has been done by developing 3 Smart Contracts (one for each actor of the SSI model: holder, issuer, and verifier) in a private Ethereum network, which acts as a Verifiable Data Registry."
"Design-Pattern-as-a-Service for Blockchain-based Self-Sovereign Identity","https://scispace.com/paper/design-pattern-as-a-service-for-blockchain-based-self-50eal9280j","2020","Journal Article","arXiv: Software Engineering","Yue Liu
Qinghua Lu
Hye-Young Paik
Xiwei Xu
Shiping Chen
Liming Zhu","10.1109/MS.2020.2992783","https://scispace.compdf/design-pattern-as-a-service-for-blockchain-based-self-50eal9280j.pdf","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI lifecycle patterns to guide development; provides a prototype API service for pattern reuse; includes feasibility and scalability tests but lacks MDE, formal semantics, and detailed interoperability analysis.","Self-sovereign identity (SSI) is considered to be a ""killer application"" of blockchain. However, there is a lack of systematic architecture designs for blockchain-based SSI systems to support methodical development. An aspect of such gap is demonstrated in current solutions, which are considered coarse grained and may increase data security risks. In this paper, we first identify the lifecycles of three major SSI objects (i.e., key, identifier, and credential) and present fine-grained design patterns critical for application development. These patterns are associated with particular state transitions, providing a systematic view of system interactions and serving as a guidance for effective use of these patterns. Further, we present an SSI platform architecture, which advocates the notion of Design-Pattern-as-a-Service. Each design pattern serves as an API by wrapping the respective pattern code to ease application development and improve scalability and security. We implement a prototype and evaluate it on feasibility and scalability."
"Towards a Modelling Framework for Self-Sovereign Identity Systems.","https://scispace.com/paper/towards-a-modelling-framework-for-self-sovereign-identity-55ckyja5a5","2020","Posted Content","arXiv: Software Engineering","Iain Barclay
Maria Freytsis
Sherri L. Bucher
Swapna Krishnakumar Radha
Alun Preece
Ian Taylor","","https://arxiv.org/pdf/2009.04327.pdf","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses iStar 2.0 to model SSI concepts; provides a birth‑registration case study but lacks DSL/metamodel, tool, formal or performance evaluation.","Self-sovereign Identity promises to give users control of their own data, and has the potential to foster advancements in terms of personal data privacy. Self-sovereign concepts can also be applied to other entities, such as datasets and devices. Systems adopting this paradigm will be decentralised, with messages passing between multiple actors, both human and representing other entities, in order to issue and request credentials necessary to meet individual and collective goals. Such systems are complex, and build upon social and technical interactions and behaviours. Modelling self-sovereign identity systems seeks to provide stakeholders and software architects with tools to enable them to communicate effectively, and lead to effective and well-regarded system designs and implementations. This paper draws upon research from Actor-based Modelling to guide a way forward in modelling self-sovereign systems, and reports early success in utilising the iStar 2.0 framework to provide a representation of a birth registration case study."
"Design-Pattern-as-a-Service for Blockchain-based Self-Sovereign Identity","https://scispace.com/paper/design-pattern-as-a-service-for-blockchain-based-self-yaox661783vg","2022","Repository","","Liu Yue
Lu, Qinghua
Paik, Hye-young
Xu Xiwei
Chen Shi-ping
Zhu, Liming","10.48550/arxiv.2005.01346","","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI design patterns as APIs, implements prototype, evaluates scalability, discusses security improvements, provides performance data, touches on standards compatibility, but lacks any MDE or formal modeling.","Self-sovereign identity (SSI) is considered to be a ""killer application"" of blockchain. However, there is a lack of systematic architecture designs for blockchain-based SSI systems to support methodical development. An aspect of such gap is demonstrated in current solutions, which are considered coarse grained and may increase data security risks. In this paper, we first identify the lifecycles of three major SSI objects (i.e., key, identifier, and credential) and present fine-grained design patterns critical for application development. These patterns are associated with particular state transitions, providing a systematic view of system interactions and serving as a guidance for effective use of these patterns. Further, we present an SSI platform architecture, which advocates the notion of Design-Pattern-as-a-Service. Each design pattern serves as an API by wrapping the respective pattern code to ease application development and improve scalability and security. We implement a prototype and evaluate it on feasibility and scalability. "
"Transition-Oriented Programming: Developing Provably Correct Systems","https://scispace.com/paper/3eH0jAfkCoMJ","","","","正当性証明可能なシステムの研究","","https://repository.dl.itc.u-tokyo.ac.jp/record/2012819/files/A41433.pdf","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes SSI security threats, but lacks any model‑driven engineering, tooling, or formal methods. No DSL/metamodel or performance data provided.",""
