"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Multilevel modelling of educational data","https://scispace.com/paper/multilevel-modelling-of-educational-data-327ydgwqc5","2003","Book Chapter","","Harvey Goldstein","10.1007/978-1-4020-4675-9_2","https://scispace.com/pdf/multilevel-modelling-of-educational-data-327ydgwqc5.pdf","Educational science was the first social science to develop fully multilevel modelling, although it had already been long used in statistics under the form of “random-effect models” or “mixture models” (Eisenhart et al., 1947). In fact, for many years, the literature on education research had been the forum for substantive discussions on the most relevant analytical unit for measuring scholastic attainment: should statistical analysis focus on the class or on the student? As Harvey Goldstein explains in this first chapter, Aitkin et al. (1981) came up with a genuine multilevel model inspired by an earlier study (Bennett, 1976), which recognised only students and teaching styles as the units of analysis, ignoring teacher groupings and class groupings: Ait-kin and his colleagues introduced the effect of these groupings while at the same time admitting a specific student effect. They thus managed to show the important role played by the teacher: this erased the sizeable differences found between students subjected to a “formal style of teaching” and to an “informal” style in the earlier study, which also referred to a “mixed style of teaching”. The choice between the class and the student ceased to be relevant. In fact, Aitkin and his co-authors argued, the effects of both aggregation levels should be examined together, so that their respective actions can be properly separated. Since that date, education researchers have accepted the need to take aggregation levels into account in order to understand the differences observed between students.","Aitkin et al. as mentioned in this paper introduced the effect of these groupings while at the same time admitting a specific student effect, which erased the sizeable differences found between students subjected to a ""formal style of teaching"" and to an ""informal"" style in the earlier study."
"Multilevel models in international business research: Broadening the scope for applications, and further reflection","https://scispace.com/paper/multilevel-models-in-international-business-research-32puq8acgb","2020","Book Chapter","","Xavier Martin","10.1007/978-3-030-22113-3_25","","In order to broaden the scope for the use of multilevel models (MLMs) in international business research, I review conditions and solutions for the estimation of MLMs where the dependent variable (criterion) is not continuous, but rather follows a binary, ordinal, multinomial, or count distribution. Several powerful and well-documented software packages allow the estimation of such models, although authors should be aware that guidelines for appropriate use of MLM are less well documented and that sample size requirements are generally more demanding.","In this article, conditions and solutions for the estimation of multilevel models where the dependent variable (criterion) is not continuous, but rather follows a binary, ordinal, multinomial, or count distribution are reviewed."
"A Feature-based Categorization of Multi-Level Modeling Approaches and Tools.","https://scispace.com/paper/a-feature-based-categorization-of-multi-level-modeling-2m6364lj21","2016","","","Muzaffar Igamberdiev
Georg Grossmann
Markus Stumptner","","https://scispace.com/pdf/a-feature-based-categorization-of-multi-level-modeling-2m6364lj21.pdf","The traditional two-level modeling approaches produce accidental complexities when modeling multiple abstraction levels. This problem is addressed by the emerging multi-level modeling paradigm that allows an arbitrary number of modeling levels. To date, multiple frameworks and tool implementations have been proposed, but so far there is no comprehensive comparison of commonalities and differences of design choices that have been made in those frameworks and tools. We propose a feature-based comparison framework that covers three core perspectives on multi-level modeling approaches and tools: language engineering, domain modeling and tool support, and evaluated a selected set of existing approaches and tools according to them. The framework highlights research challenges and trends for future research and its results support users to choose a specific approach depending on the application domain. The framework can also be used as a basis to map and transform between approaches.","A feature-based comparison framework that covers three core perspectives on multi-level modeling approaches and tools: language engineering, domain modeling and tool support, and evaluated a selected set of existing approaches and Tools according to them is proposed."
"A story of levels.","https://scispace.com/paper/a-story-of-levels-1xk3iynwld","2018","","","Thomas Kühne","","https://scispace.com/pdf/a-story-of-levels-1xk3iynwld.pdf","© 2018 CEUR-WS. All rights reserved. Despite being one of the fundamental concepts of multi-level modeling - to the extent of occurring in the name of the discipline - the concept of “level” has no universally agreed upon meaning among multi-level modeling researchers. There is no consensus on what the nature of a level is nor on how levels should be used to organize modeling elements. In this paper, I aim to initiate a discussion on what the options for defining levels in multi-level modeling are and how they could be systematically characterized.","This paper aims to initiate a discussion on what the options for defining levels in multi-level modeling are and how they could be systematically characterized."
"Playground for multi-level modeling constructs","https://scispace.com/paper/playground-for-multi-level-modeling-constructs-4eahj5zd5m","2021","Journal Article","Software and Systems Modeling","Ferenc A. Somogyi
Gergely Mezei
Zoltán Theisz
Sándor Bácsi
Dániel Palatinszky","10.1007/S10270-021-00900-2","https://scispace.com/pdf/playground-for-multi-level-modeling-constructs-4eahj5zd5m.pdf","In recent years, multi-level modeling has become more and more popular. It is mainly due to the fact that multi-level modeling aims to reduce or even totally eliminate any accidental complexity inadvertently created as by-product in traditional model design. Moreover, besides reducing model complexity, multi-level modeling also improves on general comprehension of models. The key enablers of multi-level modeling are the concepts of clabjects and deep instantiation. The latter is often governed by the potency notion, of which many different interpretations and variations emerged over the years. However, there exist also some approaches that disregard the potency notion. Thus, multi-level modeling approaches tend to take advantage of different theoretical and practical backgrounds. In this paper, we propose a unifying framework, the Multi-Level Modeling Playground (MLMP), which is a validating modeling environment for multi-level modeling research. The MLMP environment is based on our multi-layer modeling framework (the Dynamic Multi-Layer Algebra), which provides useful mechanisms to validate different multi-level modeling constructs. Since beyond the structure also the well-formedness rules of the modeling constructs can be specified, our proposed MLMP environment delivers several practical benefits: i) well-formedness is always verified, ii) multi-level constructs can be experimented with independently of any concrete tool chains, and iii) relationships (i.e., correlations or exclusions) between different multi-level constructs can be easily investigated in practice. Also, the capability of the environment is demonstrated via complete examples inspired by state-of-the-art research literature.","This paper proposes a unifying framework, the Multi-Level Modeling Playground (MLMP), which is a validating modeling environment for multi-level modeling research, based on the multi-layer modeling framework (the Dynamic Multi-Layer Algebra), which provides useful mechanisms to validate different multi- level modeling constructs."
"Innovation At and Across Multiple Levels of Analysis","https://scispace.com/paper/innovation-at-and-across-multiple-levels-of-analysis-3gyvnerf2m","2007","Journal Article","Organization Science","Anil K. Gupta
Paul E. Tesluk
M. Susan Taylor","10.1287/ORSC.1070.0337","https://www.jstor.org/stable/info/25146148","In this introductory article for the Special Issue on Innovation At and Across Multiple Levels of Analysis, we review major streams of extant research on innovation to establish a clear role for multilevel theory and research within this domain. We then examine and illustrate two fundamental and complementary approaches for investigating multilevel linkages---bottom-up emergent processes and top-down processes. In a brief commentary on each paper in the special issue, we overview the conceptual questions addressed by the research, identify the particular model of multilevel effects that serves as its foundation, and suggest how the use of multilevel models provides insights that help us better understand how innovation phenomena at one level of analysis are linked to those at another, thus providing a richer and more complete perspective on innovation. We conclude by identifying major methodological and applied contributions of the special issue and suggesting future research directions for the study of innovation at and across multiple levels of analysis.","This introductory article for the Special Issue on Innovation At and Across Multiple Levels of Analysis reviews major streams of extant research on innovation to establish a clear role for multilevel theory and research within this domain and identifies major methodological and applied contributions of the special issue."
"Multi-level modeling with XML.","https://scispace.com/paper/multi-level-modeling-with-xml-elaclvljg1","2018","","","Jens Gulden","","https://scispace.com/pdf/multi-level-modeling-with-xml-elaclvljg1.pdf","Multi-level modeling offers substantial advantages when expressing complex domain concepts, and it comes with the promise to allow a fine-grained reuse and extensibility of (domain-specific) modeling languages on different levels of conceptual abstractions. A small number of tooling environments have been proposed that support multilevel modeling. However, in order to be able to unleash the potential of multi-level models as widely accepted means to formally define complex concepts, and to realize the promises of reusability and extensibility, a representation format for multi-level models is required, which is easy to understand for modeling experts, and is independent from any specific tooling environment. This paper proposes design principles of an XML format for representing multi-level models as XML documents. The approach is realized as a lightweight extension to the XML Schema Definition (XSD) standard, using built-in XML language extension mechanisms. The implementation of a multi-level schema validator is provided as a proof of concept.","This paper proposes design principles of an XML format for representing multi-level models as XML documents, realized as a lightweight extension to the XML Schema Definition (XSD) standard, using built-in XML language extension mechanisms."
"Toward Accessible Multilevel Modeling in Systems Biology","https://scispace.com/paper/toward-accessible-multilevel-modeling-in-systems-biology-092kffy526dp","2018","Repository","","","10.18453/rosdok_id00001239","","Promoted by advanced experimental techniques for obtaining high-quality data and the steadily accumulating knowledge about the complexity of life, modeling biological systems at multiple interrelated levels of organization attracts more and more attention recently. Current approaches for modeling multilevel systems typically lack an accessible formal modeling language or have major limitations with respect to expressiveness. The aim of this thesis is to provide a comprehensive discussion on associated problems and needs and to propose a concrete solution addressing them. ",""
"Catching Up on Multilevel Modeling.","https://scispace.com/paper/catching-up-on-multilevel-modeling-1wp6i32l","2022","Journal Article","Annual Review of Psychology","Lesa Hoffman
Ryan W. Walters","10.1146/annurev-psych-020821-103525","https://www.annualreviews.org/doi/pdf/10.1146/annurev-psych-020821-103525","This review focuses on the use of multilevel models in psychology and other social sciences. We target readers who are catching up on current best practices and sources of controversy in the specification of multilevel models. We first describe common use cases for clustered, longitudinal, and cross-classified designs, as well as their combinations. Using examples from both clustered and longitudinal designs, we then address issues of centering for observed predictor variables: its use in creating interpretable fixed and random effects of predictors, its relationship to endogeneity problems (correlations between predictors and model error terms), and its translation into multivariate multilevel models (using latent-centering within multilevel structural equation models). Finally, we describe novel extensions-mixed-effects location-scale models-designed for predicting differential amounts of variability.","Issues of centering for observed predictor variables are addressed: its use in creating interpretable fixed and random effects of predictors, its relationship to endogeneity problems (correlations between predictors and model error terms), and its translation into multivariate multilevel models (using latent-centering within multileVEL structural equation models)."
"Contextual multilevel models: effects and correlations at multiple levels","https://scispace.com/paper/contextual-multilevel-models-effects-and-correlations-at-27iewu28ac","2006","","","Henrik Stryhn
Sarne De Vliegher
Herman W. Barkema","","","Multilevel models are most commonly used in their simplest form with random effects corresponding to each hierarchical level (random intercepts models). Such models adjust a regression analysis for predictors (independent variables) of interest for any clustering present in the outcome (dependent variable). However, they may give too simplistic answers to questions concerning the effect of predictors that themselves show variation at several hierarchical levels. We illustrate this problem by two-level models for milk yield and (log) somatic cell count (SCC) of multiple heifers in herds in Belgium. Plainly speaking, the problem is that animal-level predictors may have different regressions at the animal and herd level. In the multilevel literature, this is considered the rule rather than the exception for theoretically important variables.","Two-level models for milk yield and (log) somatic cell count of multiple heifers in herds in Belgium show that animal-level predictors may have different regressions at the animal and herd level."
"Models for multilevel response variables with an application to growth curves","https://scispace.com/paper/models-for-multilevel-response-variables-with-an-application-3lwxazs59r","1989","Book Chapter","","Harvey Goldstein","10.1016/B978-0-12-108840-8.50011-1","","Publisher Summary This chapter discusses the models of multilevel response variables. In the majority of applications of multilevel models, one or more response variables are assumed to be measured at the lowest level of the hierarchy. In a two-level model for students grouped within classrooms, there could be achievement test scores measured on students together with an attitude measure for teachers or even the between student standard deviation of test scores as a measure of class heterogeneity, where the variables at both levels are responses regarded as functions of previous achievements and attitudes. The use of height growth data provides a convenient illustration of the usefulness of the multilevel responses model. The same models can be applied to educational data.","In this article, the authors discuss the models of multilevel response variables, where one or more response variables are assumed to be measured at the lowest level of the hierarchy and the other variables at both levels are responses regarded as functions of previous achievements and attitudes."
"Multilevel Density Functional Theory.","https://scispace.com/paper/multilevel-density-functional-theory-3kaidbca3w","2020","Posted Content","arXiv: Chemical Physics","Gioia Marrazzini
Tommaso Giovannini
Marco Scavino
Franco Egidi
Chiara Cappelli
Henrik Koch","","https://arxiv.org/pdf/2009.05333.pdf","We introduce a novel density-based multilevel approach in density functional theory. In this multilevel density functional theory (MLDFT), the system is partitioned in an active and an inactive fragment, and all interactions are retained between the two parts. In MLDFT, the Kohn-Sham equations are solved in the MO basis for the active part only, while keeping the inactive density frozen. This results in a reduction of computational cost. We outline the theory and implementation, and discuss applications to aqueous solutions of methyloxirane and glycidol.","In this multilevel DFT, the system is partitioned in an active and an inactive fragment, and all interactions are retained between the two parts, and the decomposition of the total system is performed upon the density matrix."
"Multilevel Models for analysing social data","https://scispace.com/paper/multilevel-models-for-analysing-social-data-26g0bhfjp4","1998","","","Harvey Goldstein","","https://scispace.com/pdf/multilevel-models-for-analysing-social-data-26g0bhfjp4.pdf","Almost all kinds of social data have a hierarchical or clustered structure. For example, studies of inheritance deal with a natural hierarchy where offspring are grouped within families. Offspring from the same parents tend to be more alike in their physical and mental characteristics than individuals chosen at random from the population at large. For instance, children from the same family may all tend to be small, perhaps because their parents are small or because of a common impoverished environment or both.","Almost all kinds of social data have a hierarchical or clustered structure, for example, studies of inheritance deal with a natural hierarchy where offspring are grouped within families."
"Extending the Foundations of Ontology-Based Conceptual Modeling with a Multi-level Theory","https://scispace.com/paper/extending-the-foundations-of-ontology-based-conceptual-1g1vysy2x0","2015","Book Chapter","International Conference on Conceptual Modeling","Victorio Albani de Carvalho
Victorio Albani de Carvalho
João Paulo A. Almeida
Claudenir M. Fonseca
Giancarlo Guizzardi","10.1007/978-3-319-25264-3_9","https://scispace.com/pdf/extending-the-foundations-of-ontology-based-conceptual-1g1vysy2x0.pdf","Since the late 1980s, there has been a growing interest in the use of foundational ontologies to provide a sound theoretical basis for the discipline of conceptual modeling. This has led to the development of ontology-based conceptual modeling techniques whose modeling primitives reflect the conceptual categories defined in a foundational ontology. The ontology-based conceptual modeling language OntoUML, for example, incorporates the distinctions underlying the taxonomy of types in the Unified Foundational Ontology (UFO) (e.g., kinds, phases, roles, mixins etc.). This approach has focused so far on the support to types whose instances are individuals in the subject domain, with no provision for types of types (or categories of categories). In this paper we address this limitation by extending the Unified Foundational Ontology with the MLT multi-level theory. The UFO-MLT combination serves as a foundation for conceptual models that can benefit from the ontological distinctions of UFO as well as MLT’s basic concepts and patterns for multi-level modeling. We discuss the impact of the extended foundation to multi-level conceptual modeling.","The UFO-MLT combination serves as a foundation for conceptual models that can benefit from the ontological distinctions of UFO as well as MLT’s basic concepts and patterns for multi-level modeling."
"Multilevel Modeling: Clarifying Issues of Concern","https://scispace.com/paper/multilevel-modeling-clarifying-issues-of-concern-2qvbv9wwk1","2012","","","David Newman
Isadore Newman","","","When using Hierarchical Linear Modeling (HLM) to analyze complex nested data, it is important to consider issues that affect the interpretation of the HLM outcomes. Alternative methods of accounting for the variance within the nested structures need to be considered if they better fit the research question of interest. One alternative method to HLM is Multiple Linear Regression (MLR)-Ordinary Least Squares solutions with person vectors. This study compares a number of sets of data that reflect interaction questions as well as nested designs. More specifically, eight issues that need to be considered when using HLM are discussed. These issues are: 1) advantages of HLM; 2 & 3) person vectors as it relates to nesting; 4) centering; 5) picking the appropriate error terms for fixed, random, and mixed effects; 6) understanding interaction and how it is tested; 7) sample size related to first and second level models; and 8) comparing similarities and differences between HLM and MLR with person vectors. ierarchical Linear Modeling (HLM) is the general case of Multiple Linear Regression (MLR) and a preferred statistical method for analyzing complex, nested data structures. While very powerful, if one does not understand where its use is advantageous and how and why to make necessary decisions in building the HLM models, it is possible to write statistical models that do not reflect the research question(s) of interest; thus, committing what is known as a Type VI error (Newman, Fraas, Newman, & Brown, 2002). The purpose of this study is to facilitate a better understanding of multilevel modeling by discussing eight topics that require consideration when using HLM. These topics are: 1) advantages of HLM; 2 & 3) person vectors as it relates to nesting; 4) centering; 5) picking the appropriate error terms for fixed random and mixed effects; 6) understanding interaction and how it is tested; 7) sample size related to first and second level models; and 8) comparing similarities and differences between HLM and MLR with person vectors.","This study compares a number of sets of data that reflect interaction questions as well as nested designs to facilitate a better understanding of multilevel modeling by discussing eight topics that require consideration when using HLM."
"Advanced Multilevel Modeling for a Science of Groups: A Short Primer on Multilevel Structural Equation Modeling","https://scispace.com/paper/advanced-multilevel-modeling-for-a-science-of-groups-a-short-1d7xarszzu","2017","Journal Article","Group Dynamics: Theory, Research, and Practice","Oliver Christ
Miles Hewstone
Katharina Schmid
Eva G. T. Green
Oriane Sarrasin
Mario Gollwitzer
Ulrich Wagner","10.1037/GDN0000065","https://scispace.com/pdf/advanced-multilevel-modeling-for-a-science-of-groups-a-short-1d7xarszzu.pdf","A science of groups needs to take different levels of analysis into account since only multilevel perspectives provide a full and realistic picture of processes within and between social groups. A multilevel perspective, however, requires appropriate statistical models. Conventional multilevel regre","In this paper, a multilevel perspective of social groups is proposed to provide a full and realistic picture of processes within and between social groups, but the model requires appropriate statistical models."
"Handling multiple levels in agent-based models of complex socio-environmental systems: A comprehensive review","https://scispace.com/paper/handling-multiple-levels-in-agent-based-models-of-complex-3cikit3f","2022","Journal Article","Frontiers in Applied Mathematics and Statistics","Arthur Brugière
Doanh Nguyen-Ngoc
Alexis Drogoul","10.3389/fams.2022.1020353","https://scispace.com/pdf/handling-multiple-levels-in-agent-based-models-of-complex-3cikit3f.pdf","Agent-based modeling (ABM) has been successfully used, since its emergence in the 1990s, to model and simulate the dynamics at work in complex socio-environmental systems, in many domains and applications where interactions between people and their environments give rise to emergent phenomena that are difficult to study otherwise (urban planning, land-use change, adaptation to environmental changes, biodiversity protection in socio-ecosystems, environmental pollution control, etc.). The inclusion of multiple levels of analysis, abstraction, and representation in these models, however, is much more recent and is still the subject of many proposals and discussions within a relatively informal field, Multilevel Agent-Based Modeling (ML-ABM), which is most often presented as an approach that extends the classical ABM paradigm to include multilevel concepts. Over the past decade, ML-ABM has been increasingly adopted and explored by researchers as an effective paradigm for framing and defining the mechanisms underlying multilevel dynamics. However, due to the youth of the field, no single definition, methodology, or tool unifies studies in this rapidly expanding area. This review will begin with an introduction to socio-environmental systems (SES) and the challenges that modeling approaches face in representing them properly, especially regarding the complexity of human behaviors and organizations. ABM presents opportunities for modeling SESs with respect to these challenges, including the simulation of individual and social behavior and their ability to provide a descriptive and generative representation of the simulated system. However, ABM is limited in its ability to represent levels and scales, as these concepts are absent from the classical ABM metamodel. A complete review of the ML-ABM literature will be carried out, structured around a continuum that emerged during the review: that of the distribution of behaviors (and thus, from a software engineering perspective, of control) across the levels, from approaches that allow only one level to be active at a time, to approaches that rely on simultaneous activity and feedback loops between several levels. Different design choices will, thus, be presented to meet the different needs of multi-level representation, focusing on the interest on modelers and the strengths and limitations of each. In particular, we will highlight a limitation shared by all the reviewed approaches, namely their inability to represent several parallel hierarchies of levels and their interactions, a capability that appears more and more crucial to finely represent social behaviors in SES. A new perspective on the interest that the AGR approach could represent to allow this representation of hierarchies allows us to conclude on the research perspectives are still open.","A review of agent-based modeling for socio-environmental systems can be found in this article , where the authors highlight a limitation shared by all the reviewed approaches, namely their inability to represent several parallel hierarchies of levels and their interactions, a capability that appears more and more crucial to represent social behaviors in SES."
"Multi-Level Business Modeling and Simulation","https://scispace.com/paper/multi-level-business-modeling-and-simulation-4zlcbjgnvw","2014","Proceedings Article","Business Modeling and Software Design","Koen Casier
Marlies Van der Wee
Sofie Verbrugge
Heritiana Renaud Ranaivoson
Tanguy Coenen
Camille Reynders","10.5220/0005425701720179","https://scispace.com/pdf/multi-level-business-modeling-and-simulation-4zlcbjgnvw.pdf","The rapid succession of technological advances leads to important convergences of applications, devices and networks. More and more firms, previously locked in a niche, are exposed to a more global market and interactions with other firms. Pushing a new offer on the market requires a thorough understanding of this altered market. In essence, pushing a new offer requires basic business modeling and simulation. Often, this is performed by making a “back of the envelope” calculation. This calculation quickly grows out of proportions if the novel business proposition requires interactions with many other parties (hardware, maintenance, cloud, etc.). In this paper, we present a scalable multi-level business modeling and quantification approach. It combines the intuitive structure and interactive discussions of a multi-user business modeling tool, while directly linking to a lower level for more technical modeling and simulation of costs and revenues. By combining these two levels of refinement, the business aspects are clearly separated from the calculation techniques, increasing ease and speed of modeling at the business side. Delegating the cost calculations to the more technical models allows for a truthful and reliable mimicking of the actual structure and costs. To achieve this, several detailed cost modeling languages are presented and linked to the higher level business modeling. Finally, this multi-level business modeling and simulation approach is applied to the case of an open access FTTH network deployment. The results clearly show the power of using such a multi-level business modeling and simulation approach.","This paper presents a scalable multi-level business modeling and quantification approach that combines the intuitive structure and interactive discussions of a multi-user business modeling tool, while directly linking to a lower level for more technical modeling and simulation of costs and revenues."
"Hierarchical Bayesian Learning Framework for Multi-Level Modeling using Multi-level Data","https://scispace.com/paper/hierarchical-bayesian-learning-framework-for-multi-level-slem3rirbcal","2021","Repository","","Xinyu Jia
Papadimitriou, Costas","10.5281/zenodo.5702384","","A hierarchical Bayesian learning framework is proposed to account for multi-level modeling in structural dynamics. In multi-level modeling the system is considered as a hierarchy of lower-level models, starting at the lowest material level, progressing to the component level, then the subsystem level, before ending up to the system level. Bayesian modeling and uncertainty quantification techniques based on measurements that rely on data collected only at the system level cover a quite limited number of component/subsystem operating conditions that are far from representing the full spectrum of system operating conditions. In addition, the large number of models and parameters involved from the lower to higher modeling levels of the system, constitutes this approach inappropriate for simultaneously and reliably quantifying the uncertainties at the different modeling levels. In this work, comprehensive hierarchical Bayesian learning tools are proposed to account for uncertainties through the multi-level modeling process. The uncertainty is embedded within the structural model parameters by introducing a probability model for these parameters that depend on hyperparameters. An important issue that has to be accounted for is that parameters of models at lower levels are shared at the subsystem and system levels. This necessitates a parameter inference process that takes into account data from different modeling levels. Accurate and insightful asymptotic approximations are developed, substantially reducing the computational effort required in the parameter uncertainty quantification procedure. The uncertainties inferred based on datasets available from the different levels of model hierarchy are propagated through the different levels of the system to predict uncertainties and confidence levels of output quantities of interest. A simple dynamical system consisting of components and subsystems is employed to demonstrate the effectiveness of the proposed method. ",""
"Multi-level modeling and simulation of cell biological systems with ML-rules: a tutorial","https://scispace.com/paper/multi-level-modeling-and-simulation-of-cell-biological-2dl2a1wx35","2014","Proceedings Article","Winter Simulation Conference","Tobias Helms
Carsten Maus
Fiete Haack
Adelinde M. Uhrmacher","10.5555/2693848.2693882","https://scispace.com/pdf/multi-level-modeling-and-simulation-of-cell-biological-2dl2a1wx35.pdf","Multi-level modeling is concerned with describing a system at different levels of organization and relating their dynamics. ML-Rules is a rule-based language developed for supporting the modeling of cell biological systems. It supports nested rule schemata, the hierarchical dynamic nesting of species, the assignment of attributes and solutions to species at each level, and a flexible definition of reaction rate kinetics. As ML-Rules allows the compact description of rather complex models, means for an efficient execution were developed, e.g., approximate and adaptive algorithms. Experimentation with ML-Rules models is further supported by domain-specific languages for instrumentation and experimentation which have been developed in the context of the modeling and simulation framework JAMES II. A signaling pathway example will illustrate modeling and simulation with ML-Rules.","Modeling and simulation with ML-Rules, a rule-based language developed for supporting the modeling of cell biological systems, and a flexible definition of reaction rate kinetics are illustrated."
"Multilevel modeling in industrial and personnel psychology","https://scispace.com/paper/multilevel-modeling-in-industrial-and-personnel-psychology-1zp1sf0581","1998","Journal Article","Current Psychology","Janelle A. Gilbert
Kenneth S. Shultz","10.1007/S12144-998-1012-9","","Many of the topics of interest in the social and behavior sciences are often hierarchical or multilevel in nature. These multiple levels (e.g., individual versus group) create problems for researchers related to the choice of measurement and analysis. Recent innovations in statistical analysis have made it possible to account for the hierarchical nature of observations. Therefore, in this article we begin with a review of multilevel analysis techniques and discuss advances that have been made in the social sciences using multilevel models. Next, we summarize contemporary research specific to the organizational psychology literature that uses multilevel analysis. Possible applications for industrial and personnel psychology are then discussed. Guidelines for determining if multilevel analysis is appropriate for a given applied research project are provided. We conclude with a summary and call for increased use of multilevel analysis in industrial and personnel psychology.","A review of multilevel analysis techniques for industrial and personnel psychology can be found in this paper, where the authors discuss advances in the social sciences using multi-level models and discuss possible applications for organizational psychology."
"Modeling techniques for multi-level abstraction","https://scispace.com/paper/modeling-techniques-for-multi-level-abstraction-2fdt686u3c","2011","Book Chapter","","Bernd Neumayr
Michael Schrefl
Bernhard Thalheim","10.1007/978-3-642-17505-3_4","","Employing multi-level abstraction in modeling refers to representing objects at multiple levels of one or more abstraction hierarchies, mainly classification, aggregation and generalization. Multiple representation, however, leads to accidental complexity, complicating modeling and extension. Several modeling techniques, like powertypes, deep instantiation, materialization, m-objects, HERM, and the component model may be used to reduce unnecessary complexity with multilevel abstraction. This chapter compares these modeling techniques using four comparison criteria: (1) compactness (modular and redundancyfree models), (2) query flexibility (number and kind of pre-defined entry points for querying), (3) heterogeneous level-hierarchies, and (4) multiple relationship-abstractions (such as between relationship occurrence and relationship type).","This chapter compares modeling techniques using four comparison criteria: compactness (modular and redundancyfree models), query flexibility, number and kind of pre-defined entry points for querying, heterogeneous level-hierarchies, and multiple relationship-abstractions."
"A Vision for the Future of Multiscale Modeling","https://scispace.com/paper/a-vision-for-the-future-of-multiscale-modeling-4iz5qqryd5","2024","Journal Article","ACS Physical Chemistry Au","Matteo Capone
Marco Romanelli
Davide Castaldo
Giovanni Parolin
Alessandro Bello
Gabriel Gil
Mirko Vanzan","10.1021/acsphyschemau.3c00080","","The rise of modern computer science enabled physical chemistry to make enormous progresses in understanding and harnessing natural and artificial phenomena. Nevertheless, despite the advances achieved over past decades, computational resources are still insufficient to thoroughly simulate extended systems from first principles. Indeed, countless biological, catalytic and photophysical processes require ab initio treatments to be properly described, but the breadth of length and time scales involved makes it practically unfeasible. A way to address these issues is to couple theories and algorithms working at different scales by dividing the system into domains treated at different levels of approximation, ranging from quantum mechanics to classical molecular dynamics, even including continuum electrodynamics. This approach is known as multiscale modeling and its use over the past 60 years has led to remarkable results. Considering the rapid advances in theory, algorithm design, and computing power, we believe multiscale modeling will massively grow into a dominant research methodology in the forthcoming years. Hereby we describe the main approaches developed within its realm, highlighting their achievements and current drawbacks, eventually proposing a plausible direction for future developments considering also the emergence of new computational techniques such as machine learning and quantum computing. We then discuss how advanced multiscale modeling methods could be exploited to address critical scientific challenges, focusing on the simulation of complex light-harvesting processes, such as natural photosynthesis. While doing so, we suggest a cutting-edge computational paradigm consisting in performing simultaneous multiscale calculations on a system allowing the various domains, treated with appropriate accuracy, to move and extend while they properly interact with each other. Although this vision is very ambitious, we believe the quick development of computer science will lead to both massive improvements and widespread use of these techniques, resulting in enormous progresses in physical chemistry and, eventually, in our society.","Multiscale modeling is a powerful tool for simulating complex systems across various length and time scales. It involves coupling theories and algorithms at different levels of approximation, ranging from quantum mechanics to classical molecular dynamics. Multiscale modeling has achieved remarkable results and holds great potential for future advancements in physical chemistry."
"Blockmodeling of multilevel networks","https://scispace.com/paper/blockmodeling-of-multilevel-networks-ttwh3spqbzaa","2022","Repository","","Žiberna Aleš","10.48550/arxiv.1405.5978","","The article presents several approaches to the blockmodeling of multilevel network data. Multilevel network data consist of networks that are measured on at least two levels (e.g. between organizations and people) and information on ties between those levels (e.g. information on which people are members of which organizations). Several approaches will be considered: a separate analysis of the levels; transforming all networks to one level and blockmodeling on this level using information from all levels; and a truly multilevel approach where all levels and ties among them are modeled at the same time. Advantages and disadvantages of these approaches will be discussed. ",""
"A multi-level choice theory","https://scispace.com/paper/a-multi-level-choice-theory-35pc72z6xr","2010","Posted Content","Research Papers in Economics","Raul V. Fabella","","https://www.econstor.eu/bitstream/10419/46619/1/641470061.pdf","The Great Recession has called into question many tenets of Neo-classical Microeconomics. Neo-classical theory allows each agent only one fixed type, homo economicus, while not denying other possible types as in adverse selection.We propose that economic agents not only choose their market basket but also their types. Agents are members of groups and each group has social norms to which the agent more or less conforms. His/her market behavior trades off private well being which responds to prices but also social well being which responds to norms. We show how deviation from norms are determined. We also discuss other anomalies in the light of this model.","In this paper, the authors propose that economic agents not only choose their market basket but also their types, and show how deviation from norms are determined, and discuss other anomalies in the light of this model."
"Answering Old Questions: The Potential of Multilevel Models","https://scispace.com/paper/answering-old-questions-the-potential-of-multilevel-models-4fkiq7zn4n","2001","Journal Article","Sociological Theory and Methods","John P. Hoffmann","10.11218/OJJAMS.16.61","https://www.jstage.jst.go.jp/article/ojjams/16/1/16_61/_pdf","A number of disciplines in the social and behavioral sciences address data that are quantitative and hierarchical. Examples include quantitative data on students who attend various schools, psychiatric patients who are treated by different mental health specialists, and workers who are employed by different types of firms. Longitudinal data are also hierarchical in the sense that data on individuals are collected at different time points. Similar to students being nested in schools, observations may be nested within individuals. This paper discusses a set of very useful statistical tools, known as multilevel models, that may be used to examine hierarchical data. It begins with a general description of these models and then provides specific examples that address common social science research issues. It also discusses software that makes these models available for even the novice social statistician.","A set of very useful statistical tools, known as multilevel models, that may be used to examine hierarchical data and software that makes these models available for even the novice social statistician are discussed."
