"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"CroAuth: A Cross-domain Authentication Scheme based on Blockchain and Decentralized Identity","https://scispace.com/paper/croauth-a-cross-domain-authentication-scheme-based-on-2af3cjjmcj","2024","Journal Article","","Zhuo-Ang Zhang
Ruoting Xiong
Di Xia
Wei Ren","10.1109/cscwd61410.2024.10580261","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SSI and verifiable credentials for cross‑domain authentication, addressing privacy and security, but lacks formal models, formal methods, and explicit multi‑layer constraint specifications.","Current solutions on cross-domain access authentication based on blockchain are largely using digital certificate authentication, where users cannot control their identity, and some operations, such as certificate authentication and update, are inefficient. In this paper, we propose a Self-Sovereign Identity (SSI) based cross-domain authentication scheme implemented on a consortium chain. SSI is introduced as a decentralized digital identity solution to enable user-controlled identity management. Besides, blockchain, as an infrastructure for distributed digital identity, provides a storage place for decentralized identity identifiers and related data. In our scheme, users only need to register in one domain, and can use verifiable credentials (VC) to access other domains in the same consortium chain, without repeated registration. We also propose key method for quickly changing accounts in case of account loss. The logic, performance and security analysis justified that our scheme can protect the privacy of users and can remain feasible in case of a large scale of users."
"SoK: Trusting Self-Sovereign Identity","https://scispace.com/paper/sok-trusting-self-sovereign-identity-5b4cv5nkx4","2024","Journal Article","arXiv.org","Evan Krul
Hye-Young Paik
Sushmita Ruj
Salil S. Kanhere","10.48550/arxiv.2404.06729","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a systematic taxonomy of SSI trust models and components, directly addressing credential‑based identity and trust frameworks, but lacks formal constraint specifications, cross‑layer/concern analysis, and formal methods.","Digital identity is evolving from centralized systems to a decentralized approach known as Self-Sovereign Identity (SSI). SSI empowers individuals to control their digital identities, eliminating reliance on third-party data custodians and reducing the risk of data breaches. However, the concept of trust in SSI remains complex and fragmented. This paper systematically analyzes trust in SSI in light of its components and threats posed by various actors in the system. As a result, we derive three distinct trust models that capture the threats and mitigations identified across SSI literature and implementations. Our work provides a foundational framework for future SSI research and development, including a comprehensive catalogue of SSI components and design requirements for trust, shortcomings in existing SSI systems and areas for further exploration."
"CredTrust: Credential Based Issuer Management for Trust in Self-Sovereign Identity","https://scispace.com/paper/credtrust-credential-based-issuer-management-for-trust-in-3mel4176","2022","Proceedings Article","","","10.1109/blockchain55522.2022.00053","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses blockchain‑based SSI to onboard user‑issued credentials via a trust registry, but lacks formal models, cross‑layer/concern analysis, or formal methods.","Self Sovereign Identity (SSI) facilitates secure issuance and verification of digitised credentials without having to rely on a centralised authority. Most SSI implementations rely on blockchain to take advantage of decentralisation and cryptographic security over the credentials. Given that verifying the authenticity of credentials such as identification papers or proof of qualifications are critical to the system, current SSI solutions, assume the issuers to be “official” entities (e.g., government agencies) who must follow a stringent process to vet their credentials. However, there is no systematic support for directing the same level of trust agencies for individual users who may issue credentials (e.g., delegation of access, consent letter) in the context of business processes. A verifier who relies on user-issued credentials to complete a business process (e.g., a postal worker handing over parcel to someone other than the addressee) bears the risk of accepting these credentials without reliance on a trust agency. This paper proposes CredTrust, a blockchain based SSI framework that allows individual users to be “onboarded” to the platform as a verifiable issuer via the establishment of a trust registry in the blockchain. Our approach utilises the existing SSI credential generation and verification processes to create a “chain of trust” as a trust propagation method. Our evaluation results show that CredTrust is feasible and exhibits minimal overheads when compared with a conventional SSI based credential management system. "
"Bottom-Up Trust Registry in Self Sovereign Identity","https://scispace.com/paper/bottom-up-trust-registry-in-self-sovereign-identity-13m43kwr","2023","Book Chapter","","","10.1007/978-3-031-21229-1_39","https://scispace.com/pdf/bottom-up-trust-registry-in-self-sovereign-identity-13m43kwr.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a bottom‑up web‑of‑trust and smart‑contract incentives for SSI credential issuance; lacks formal models, formal methods, and explicit cross‑layer or cross‑concern constraint specifications.","Self sovereign identity is a form of decentralised credential management. During credential verification, data exchange only happens between the data owner and the verifier without passing through any third parties. While this approach offers a privacy-centric solution, it poses a challenge. How do verifiers trust that the credential is vouched by a trusted source? More specifically, how do verifiers know that the issuer has the reputation or is authorised to issue the credential? In this paper, we propose a trust registry design that handles the aspect of human trust in self sovereign identity. We also introduce an incentivisation mechanism for the trust registry in order to motivate each stakeholder to participate actively and honestly. "
"A survey on decentralized identifiers and verifiable credentials","https://scispace.com/paper/a-survey-on-decentralized-identifiers-and-verifiable-3a25dj4phs","2024","Journal Article","arXiv.org","Carlo Mazzocca
Abbas Acar
Selcuk Uluagac
Rebecca Montanari
Paolo Bellavista
Mauro Conti","10.48550/arxiv.2402.02455","https://arxiv.org/pdf/2402.02455","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers DIDs/VCs across many domains, offering broad cross‑layer and cross‑concern discussion, but lacks formal models, formal methods, and concrete constraint specifications.","Digital identity has always been considered the keystone for implementing secure and trustworthy communications among parties. The ever-evolving digital landscape has gone through many technological transformations that have also affected the way entities are digitally identified. During this digital evolution, identity management has shifted from centralized to decentralized approaches. The last era of this journey is represented by the emerging Self-Sovereign Identity (SSI), which gives users full control over their data. SSI leverages decentralized identifiers (DIDs) and verifiable credentials (VCs), which have been recently standardized by the World Wide Web Community (W3C). These technologies have the potential to build more secure and decentralized digital identity systems, remarkably contributing to strengthening the security of communications that typically involve many distributed participants. It is worth noting that the scope of DIDs and VCs extends beyond individuals, encompassing a broad range of entities including cloud, edge, and Internet of Things (IoT) resources. However, due to their novelty, existing literature lacks a comprehensive survey on how DIDs and VCs have been employed in different application domains, which go beyond SSI systems. This paper provides readers with a comprehensive overview of such technologies from different perspectives. Specifically, we first provide the background on DIDs and VCs. Then, we analyze available implementations and offer an in-depth review of how these technologies have been employed across different use-case scenarios. Furthermore, we examine recent regulations and initiatives that have been emerging worldwide. Finally, we present some challenges that hinder their adoption in real-world scenarios and future research directions."
"Towards a cross‐context identity management framework in e‐health","https://scispace.com/paper/towards-a-cross-context-identity-management-framework-in-e-2qsigi8uyd","2009","Journal Article","Online Information Review","Mina Deng
D. De Cock
Bart Preneel","10.1108/14684520910969880","https://scispace.com/pdf/towards-a-cross-context-identity-management-framework-in-e-2qsigi8uyd.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses cross‑context identity concepts for e‑health, discusses authentication, authorisation, and federation, but lacks formal models, formal methods, and empirical validation; focuses on credential‑based IDM.","Purpose – Modern e‐health systems incorporate different healthcare providers in one system and provide an electronic platform to share medical information efficiently. In cross‐context communications between healthcare providers, the same information can be interpreted as different types or values, so that one patient will be issued different identifiers by different healthcare providers. This paper aims to provide a solution to ensure interoperability so that multiple healthcare providers will be able to collaborate in one e‐health system.Design/methodology/approach – This paper primarily focuses on how different healthcare providers, instead of the patients, are able to interact and share information on a common e‐health platform.Findings – In the course of the work, it was found that previous e‐health solutions mainly have a limited view of patient information, where a user‐centric approach for identity management is usually restricted to a single healthcare provider. Interoperability in an e‐health sy..."
"Micro-Credentials: Verification and Validation Challenges in Distributed Educational Ecosystems","https://scispace.com/paper/micro-credentials-verification-and-validation-challenges-in-cwlkpsutot9i","2025","Journal Article","","Islambek Rustambekov","10.1109/tele66816.2025.11212011","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses distributed ledger and reputation mechanisms to secure micro‑credential verification; discusses layered validation infrastructure and multiple concerns (security, privacy, compliance) but lacks formal models or formal methods.","This paper examines the growing challenges of verifying and validating micro-credentials within increasingly fragmented educational ecosystems. As traditional educational pathways diversify into modular learning experiences, the need for reliable verification mechanisms becomes critical for workforce mobility and lifelong learning recognition. Through comparative and inductive analysis, this research identifies key vulnerabilities in current micro-credential systems and proposes a conceptual framework for a multi-layered validation infrastructure. The proposed approach integrates interoperable verification protocols, distributed ledger technologies, and reputation-based validation mechanisms to establish trust across educational institutions, employers, and learners. The framework addresses fundamental challenges including standardization gaps, informal learning validation, and credential falsification risks. While implementation barriers exist related to scalability and cross-cultural acceptance, the multi-faceted validation ecosystem outlined offers promising pathways toward a more flexible, secure recognition system for modular qualifications. The establishment of trusted microcredential ecosystems could significantly enhance labor market efficiency by enabling precise skill verification while democratizing access to recognized qualifications beyond traditional academic institutions."
"Decentralized, Self-Sovereign, Consortium: The Future of Digital Identity in Canada","https://scispace.com/paper/decentralized-self-sovereign-consortium-the-future-of-1s6b2ybofz","2021","Journal Article","","Andre Boysen","10.3389/FBLOC.2021.624258","https://scispace.com/pdf/decentralized-self-sovereign-consortium-the-future-of-1s6b2ybofz.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses real‑world Canadian SSI pilots to illustrate trust frameworks and liability issues; discusses security, privacy, and compliance concerns; lacks formal models or formal methods; focuses on credential‑based digital identity.","This article introduces how SecureKey Technologies Inc. (SecureKey) worked with various network participants and innovation partners alongside government, corporate and consumer-focused collaborators, in a consortium approach to create a mutually beneficial network of self-sovereign identity (SSI) principles with blockchain in Canada. These principles are based on giving users ownership and control over all of their digital identity attributes as an alternative approach to the current status quo of centralized digital identity, which focuses on discrete identities are made within individual online properties. Blockchain is used as the foundation for its strong security protocols to prevent information from being identified, accessed or misused and uphold SSI principles. This paper will consider the current status quo of digital identity known as centralized digital identity and comparisons to the case study’s emphasize on the alternative thinking of SSI with principles with blockchain, which prioritizes a decentralized, self-sovereign, consortium approach as opposed to discrete identities within individual online properties. Each of these principles will be explained in detail before highlighting the practical implications, lessons learned for future applications and how both the Canadian and global identity landscapes should proceed for wider acceptance of SSI with blockchain. The case study detailed – that of Verified.Me – will demonstrate how blockchain developers can actively work to help partners transition from current identity silos to instead collaborate across varied industries and create a cohesive, secure service and digital identity network that benefits users through SSI principles and the benefits of blockchain. We also offer recommendations for how both the Canadian and global identity landscapes should proceed for wider acceptance of SSI with blockchain, the benefits of doing so and anticipated barriers affecting the adoption of future decentralized identity initiatives."
"Interoperable Architecture for Digital Identity Delegation for AI Agents with Blockchain Integration","https://scispace.com/paper/tgM6fbYF55cJ","","","","DR Saavedra Martínez","","https://repositorio.uniandes.edu.co/bitstreams/a203b40c-f97b-4dc3-974f-ef3b9defc810/download","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses blockchain‑enabled architecture to delegate digital identities, aligning with credential‑based trust frameworks; mentions layered design and multiple concerns but lacks formal constraint models or formal methods.",""
"An Intent-Aware Zero Trust Identity Architecture for Unifying Human and Machine Access","https://scispace.com/paper/an-intent-aware-zero-trust-identity-architecture-for-bifbsoezgsp0","2025","Journal Article","International journal of computational and experimental science and engineering","Bharat Bhushan
Prassanna R Rajgopal
K. C. Sharma","10.22399/ijcesen.3886","https://scispace.compdf/an-intent-aware-zero-trust-identity-architecture-for-bifbsoezgsp0.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on intent‑aware Zero Trust identity, covering human and machine credentials, but lacks formal models or methods; discusses layers and multiple concerns informally.","Zero Trust is now the de facto standard to secure cloud-native, distributed, and AI-driven enterprise infrastructures. It's not only crucial to address human identities but also to secure non-human entities such as APIs, software agents, RPA bots, and smart city workloads. As hybrid infrastructures become the new normal and agentic AI systems (e.g., self-driving cars) grow more autonomous, identity remains the most stable and trustworthy security control plane. This document proposes an intent-aware Zero Trust Identity Architecture designed to consolidate governance, authentication, and access control for human and non-human entities. The architecture consists of decentralized identity provisioning, policy-as-code enforcement, real-time telemetry ingestion, trust scoring, and AI-powered intent detection to provide inputs for continuous verification and least privilege enforcement. Compliant with standards such as NIST SP 800-207, NIST SP 800-63, CISA Zero Trust Maturity Model, and DoD's Zero Trust Strategy, the architecture also aligns with industry developments from Microsoft Entra ID, AWS IAM Identity Center, Google BeyondCorp, SPIFFE/SPIRE, and W3C DIDs. The whitepaper explores use cases in healthcare, finance, retail, and industrial IoT spaces that are struggling with unique challenges like OT/IT convergence, multi-user devices, and governance of sensitive data access. High-profile attacks such as SolarWinds, MOVEit, and Log4Shell are broken down to highlight weaknesses in legacy IAM architectures and underscore the need for intent-based security. By intersecting behavior, purpose, and identity, this architecture remakes trust in hybrid, edge, and cloud-native settings with a conclusion of actionable paths of mitigation and a vision for intent-based Zero Trust governance "
"A multi-layer trust framework for self sovereign identity on blockchain","https://scispace.com/paper/a-multi-layer-trust-framework-for-self-sovereign-identity-on-bn2qwyv9gu","2023","Journal Article","","Andrea De Salve
Damiano Di Francesco Maesa
Paolo Mori
Laura Ricci
Alessandro Puccia","10.1016/j.osnem.2023.100265","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Solidity contracts to implement a multi‑layer SSI trust framework, addressing issuer‑verifier trust and privacy/security concerns, but lacks formal constraint models or formal methods; strongly aligned with credential‑based identity focus.","The recent interest for decentralised systems and decentralisation of the control over users’ data brings a shift in the way identities and their information are managed. Self Sovereign Identity (SSI) has been proposed as the next generation paradigm for decentralised identity management. Research on SSI is getting more and more traction, focusing mainly on the management of users’ identifiers and on providing a standard way to express and verify credentials. Instead, this paper focuses on the understanding of the role of trust in SSI and it provides new insight into the trust relationships existing between the different SSI actors. Indeed, the analysis of such roles and the relationships existing between SSI actors reveals that the current paradigm suffers from trust issues between the verifier and the issuer of a verifiable credential. In order to cope this problem, the paper proposes a new multi-layer framework that exploits trust relationships defined by the actors of the SSI standards (verifiers and issuers of verifiable credentials). An implementation of the framework through Solidity smart contracts has been proposed and deployed on both private and public blockchain networks in order to assess its capabilities. In addition, a dataset related to the spread of spam reviews has been exploited to test the benefits and performance of the proposed framework, demonstrating that it is able to improve the reliability of the SSI paradigm in real-world scenario. "
"Self-sovereign identity in a globalized world: Credentials-based identity systems as a driver for economic inclusion","https://scispace.com/paper/self-sovereign-identity-in-a-globalized-world-credentials-584gnvrv6m","2020","Journal Article","","Fennie Wang
Primavera De Filippi
Primavera De Filippi","10.3389/FBLOC.2019.00028","https://www.frontiersin.org/journals/blockchain/articles/10.3389/fbloc.2019.00028/pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses blockchain‑based credentials and attestations to illustrate self‑sovereign identity; lacks formal models, formal methods, and explicit cross‑layer or cross‑concern constraint specifications.","After introducing key concepts and definitions in the field of digital identity, this paper will investigate the benefits and drawbacks of existing identity systems on the road toward achieving self-sovereign identity. It will explore, in particular, the use of blockchain technology and biometrics as a means to ensure the ""unicity"" and ""singularity"" of identities, and the associated challenges pertaining to the security and confidentiality of personal information. The paper will then describe an alternative approach to self-sovereign identity based on a system of blockchain-based attestations, claims, credentials, and permissions, which are globally portable across the life of an individual. While not dependent on any particular government or organization for administration or legitimacy, credentials and attestations might nonetheless include government-issued identification and biometrics as one of many indicia of identity. Such a solution-based on a recorded and signed digital history of attributes and activities-best approximates the fluidity and granularity of identity, enabling individuals to express only specific facets of their identity, depending on the parties with whom they wish to interact. To illustrate the difficulties inherent in the implementation of a self-sovereign identity system in the real world, the paper will focus on two blockchain-based identity solutions as case studies: (1) Kiva's identity protocol for building credit history in Sierra Leone, and (2) World Food Programme's Building Blocks program for delivering cash aid to refugees in Jordan. Finally, the paper will explore how the combination of blockchain-based cryptocurrencies and self-sovereign identity may contribute to promoting greater economic inclusion. With digital transactions functioning as identity claims within an ecosystem based on self-sovereign identity, new business models might emerge, such as identity insurance schemes, along with the emergence of value-stable cryptocurrencies (""stablecoins"") functioning as local currencies."
"Decoupling Identity from Access: Credential Broker Patterns for Secure CI/CD","https://scispace.com/paper/http://arxiv.org/abs/2504.14761v1","2025","Preprint","","Surya Teja Avirneni","","https://arxiv.org/pdf/2504.14761v1","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Describes credential brokers and SPIFFE‑based identities for CI/CD, but lacks formal models, formal methods, and explicit cross‑layer or cross‑concern constraint specifications.","Credential brokers offer a way to separate identity from access in CI/CD systems. This paper shows how verifiable identities issued at runtime, such as those from SPIFFE, can be used with brokers to enable short-lived, policy-driven credentials for pipelines and workloads. We walk through practical design patterns, including brokers that issue tokens just in time, apply access policies, and operate across trust domains. These ideas help reduce static permissions, improve auditability, and support Zero Trust goals in deployment workflows. This is the second paper in a three-part series on secure CI/CD identity architecture."
"Establishing Workload Identity for Zero Trust CI/CD: From Secrets to SPIFFE-Based Authentication","https://scispace.com/paper/http://arxiv.org/abs/2504.14760v1","2025","Preprint","","Surya Teja Avirneni","","https://arxiv.org/pdf/2504.14760v1","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SPIFFE credentials to replace static secrets, showing runtime‑issued identities for CI/CD; touches multiple layers and concerns but lacks formal models or methods.","CI/CD systems have become privileged automation agents in modern infrastructure, but their identity is still based on secrets or temporary credentials passed between systems. In enterprise environments, these platforms are centralized and shared across teams, often with broad cloud permissions and limited isolation. These conditions introduce risk, especially in the era of supply chain attacks, where implicit trust and static credentials leave systems exposed. This paper describes the shift from static credentials to OpenID Connect (OIDC) federation, and introduces SPIFFE (Secure Production Identity Framework for Everyone) as a runtime-issued, platform-neutral identity model for non-human actors. SPIFFE decouples identity from infrastructure, enabling strong, portable authentication across job runners and deployed workloads. We show how SPIFFE identities support policy alignment, workload attestation, and mutual authentication. The paper concludes by outlining next steps in enabling policy-based access, forming the basis of a broader Zero Trust architecture for CI/CD."
"Intent-Aware Authorization for Zero Trust CI/CD","https://scispace.com/paper/http://arxiv.org/abs/2504.14777v1","2025","Preprint","","Surya Teja Avirneni","","https://arxiv.org/pdf/2504.14777v1","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SPIFFE workload identities and OPA/Cedar policy engines for fine‑grained auth, but lacks formal models; touches multiple layers and concerns without rigorous formalism.","This paper introduces intent-aware authorization for Zero Trust CI/CD systems. Identity establishes who is making the request, but additional signals are required to decide whether access should be granted. We describe a control loop architecture where policy engines such as OPA and Cedar evaluate runtime context, justification, and human approvals before issuing access credentials. The system builds on SPIFFE-based workload identity and credential brokers, and enables fine-grained, auditable authorization. This is the third paper in a series on Zero Trust CI/CD design patterns."
"SecureBank: A Financially-Aware Zero Trust Architecture for High-Assurance Banking Systems","https://scispace.com/paper/http://arxiv.org/abs/2512.23124v1","2025","Preprint","","Paulo Fernandes Biao","","https://arxiv.org/pdf/2512.23124v1","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Adaptive Identity Scoring to adapt trust, mentions micro‑segmentation across network and application layers, and addresses security and regulatory concerns, but lacks formal constraint models or formal methods.","Financial institutions increasingly rely on distributed architectures, open banking APIs, cloud native infrastructures, and high frequency digital transactions. These transformations expand the attack surface and expose limitations in traditional perimeter based security models. While Zero Trust architectures provide essential security principles, most existing frameworks do not explicitly incorporate transactional semantics, financial risk modeling, adaptive identity trust, or automation weighted by economic impact.
  This paper introduces SecureBank, a financially aware and context adaptive Zero Trust architecture designed specifically for high assurance banking systems. The proposed framework integrates Financial Zero Trust, Adaptive Identity Scoring, Contextual Micro Segmentation, and Impact Driven Security Automation. A Monte Carlo simulation evaluates SecureBank against a representative rule based baseline architecture using metrics such as the Transactional Integrity Index (TII), Identity Trust Adaptation Level (ITAL), and Security Automation Efficiency (SAE).
  The results demonstrate that SecureBank significantly improves automated attack handling and accelerates identity trust adaptation while preserving conservative and regulator aligned levels of transactional integrity. Beyond experimental validation, SecureBank is intended to serve as a reference architecture and evaluation baseline for financially aware Zero Trust systems in regulated financial environments."
"SoK: Credential-Based Trust Management in Decentralized Ledger Systems","https://scispace.com/paper/http://arxiv.org/abs/2602.07572v1","2026","Preprint","","Yanna Jiang
Haiyu Deng
Qin Wang
Guangsheng Yu
Xu Wang
Yilin Sai
Shiping Chen
Wei Ni
Ren Ping Liu","","https://arxiv.org/pdf/2602.07572v1","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey of credential‑based DTMS provides extensive taxonomy and architectural analysis, touching on multiple layers and concerns, but lacks formal constraint models or formal methods; strongly aligned with credential‑based trust focus.","Trust management systems (TMS) are crucial for managing trust in distributed environments. The rise of decentralized systems and blockchain has sparked interest in credential-based decentralized trust management systems (DTMS). This paper bridges the gap between theory and practice through a systematic review of credential-based DTMS. We analyze existing DTMS solutions through multiple dimensions, including their architectural designs, credential mechanisms, and trust evaluation models. Our survey provides a detailed taxonomy of credential-based DTMS approaches and establishes comprehensive evaluation criteria for assessing DTMS implementations. Through extensive analysis of current systems and implementations, we identify critical challenges and promising research directions in the field. Our examination offers valuable insights for researchers and practitioners working on DTMS, particularly in areas such as access control, reputation systems, and blockchain-based trust frameworks."
"RFID Security and Privacy","https://scispace.com/paper/rfid-security-and-privacy-1zv31w93m4","2011","Book Chapter","","Michel Arnaud","10.5772/17463","https://scispace.com/pdf/rfid-security-and-privacy-1zv31w93m4.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Describes RFID technical profile within Open Identity Trust Framework, but lacks formal models or cross‑layer constraint specifications; only loosely aligns with credential‑based identity focus.","The European Commission has published in May 2009 a recommendation ""on the implementation of privacy and data protection principles in applications supported by radio-frequency identification"", which is designed to provide ""guidance to Member States on the design and operation of RFID applications in a lawful, ethical and socially and politically acceptable way, respecting the right to privacy and ensuring protection of personal data."" This recommendation requires RFID operators to conduct a ""Privacy and Data Protection Impact Assessment"" before an RFID application is deployed, and make its results available to the competent authority. The RFID recommendation is also designed to promote ""information and transparency on RFID use"", in particular through the development of ""a common European sign developed by European Standardisation Organisations, with the support of concerned stakeholders"", designed ""to inform individuals of the presence of readers"". The RFID PIA (Privacy and Impact Asssessment) process aims to reach several objectives: * to favour ""privacy by design"" by helping data controllers to address privacy and data protection before a product or service is deployed, * to help data controllers to address privacy and data protection risks in a comprehensive manner. an opportunity to reduce legal uncertainty and avoid loss of trust from consumers, * to help data controllers and data protection authorities to gain more insight into the privacy and data protection aspects of RFID applications. The industry has proposed a RFID PIA framework which classifies a RFID application into 4 possible levels: Level 0 applications, which essentially cover RFID applications that do not process personal data and where tags are only manipulated by users, and which are rightly excluded from conducting a PIA. Level 1 applications cover applications where no personal data is processed, yet tags are carried by individuals. Level 2 applications process personal data but where tags themselves do not contain personal data. Level 3 applications where tags contain personal data. If the RFID application level is determined to be 1 or above, the RFID operator is then required to conduct a four part analysis of the application, with a level of detail that is proportionate to identified privacy and data protection implications. The first part is used to describe the RFID application. The second part allows highlighting control and security measures. The third part addresses user information and rights. The final part of the proposed PIA framework requires the RFID operator to conclude whether or not the RFID application is ready for deployment. As a result of the PIA process, the RFID operator will produce a PIA report that will be made available to the competent authority. For the industry, only levels 2 and 3 are to be submitted to a PIA because it considers that information contained in a tag at level 1 are not personal. However level 1 arises concerns of Article 29 Working Party because tagged items carried by a person contain unique identifiers that could be read remotely. In turn, these unique identifiers could be used to recognize that particular person through time. It raises the possibility that a person will be tracked without his knowledge by a third party. When a unique identifier is associated to a person, it falls in the definition of personal data set forth in Directive 95/46/EC, regardless of the fact that the ""social identity"" (name, address, etc.) of the person remains unknown (i.e. he is ""identifiable"" but not necessarily ""identified""). Additionally, the unique number contained in a tag can also serve as a means to remotely identify the nature of items carried by a person, which in turn may reveal information about social status, health, or more. Thus, even in those cases where a tag contains solely a number that is unique within a particular context, and no additional personal data, care must be taken to address potential privacy and security issues if this tag is going to be carried by persons. The Working Party has urged the industry to fully address this issue, by clearly mentioning it in the framework as part of a revised risk assessment approach for level 1. This chapter will address the issue of protecting privacy of RFID tag carriers in a privacy by design model which puts them in a position to decide if they accept or not to be tracked at level 1. In case of a negative decision, tags have to be deactivated. Security measures have also to be taken to protect personal information on RFID tags against information leak which could lead to identity theft."
"Towards a standardized model for privacy-preserving verifiable credentials","https://scispace.com/paper/towards-a-standardized-model-for-privacy-preserving-pyi8iztqfl","2021","Proceedings Article","Availability, Reliability and Security","Jesús García-Rodríguez
Rafael Torres Moreno
Jorge Bernal Bernabe
Antonio F. Skarmeta","10.1145/3465481.3469204","https://dl.acm.org/doi/pdf/10.1145/3465481.3469204","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on integrating privacy‑preserving ABCs with W3C VC, provides data model and proof‑of‑concept, but lacks formal methods and explicit cross‑layer/concern constraint specifications.","Lack of standardization and the subsequent difficulty of integration has been one of the main reasons for the scarce adoption of privacy-preserving Attribute-Based Credentials (p-ABC). Integration with the W3C’s Verifiable Credentials (VC) specification would help by encouraging homogenization between different p-ABC schemes and bringing them all closer to other digital credentials. What is more, p-ABCs can help to solve privacy issues that have been identified in applications of VCs to use cases like vaccination passports. However, there has not been much work focusing on the collaboration between p-ABCs and VCs. We address this topic by establishing initial steps for extra standardization of elements that will help with the integration of p-ABCs into the standard. Namely, we propose a data model for predicates, which are a staple of p-ABC systems, and tools and guidelines to ease the adaptation process like a validation meta-schema. These ideas have been applied in a proof-of-concept implementation of the OLYMPUS distributed p-ABC scheme paired with serialization following the VC data model."
"Towards a trusted national identities framework","https://scispace.com/paper/towards-a-trusted-national-identities-framework-o998u26547","2013","Journal Article","Info","Joseph K. Adjei","10.1108/14636691311296200","https://www.researchgate.net/profile/Joseph-Adjei/publication/262963218_Towards_a_trusted_national_identities_framework/links/5be9a18892851c6b27ba2d4a/Towards-a-trusted-national-identities-framework.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers a stakeholder‑driven model for trusted national IDs, but lacks formal specifications or formal methods; central to identity trust and includes a qualitative case study.","Purpose – The aim of this paper is to present a qualitative study on implementation of trusted identity management systems. Identity management and assurances in developing countries generates a lot of controversy and challenges for society and this study was set out to design model for trusted identities framework.Design/methodology/approach – Trusted identities framework from a societal perspective is a multi‐stakeholder issue and hence a qualitative research method was deemed appropriate given that it provides opportunities for engagement of stakeholders from different avenues. The use of a stakeholder forum offered a good opportunity for interested parties to raise their issues and get responses. The interviews were also a means of getting clarifications and also offered those not comfortable in public speaking to make their point.Findings – The study made the following interesting findings: that trusted identities depend on institutional collaboration, user empowerment, system quality, information qu..."
"Distributed credential chain discovery in trust management with parameterized roles and constraints","https://scispace.com/paper/distributed-credential-chain-discovery-in-trust-management-10mc2n25et","2006","Journal Article","Lecture Notes in Computer Science","Ziqing Mao
Ninghui Li
William H. Winsborough","","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses logic‑programming formalism for RT constraints and a distributed discovery algorithm; lacks cross‑layer, multi‑concern modeling; centered on credential‑based trust.","Trust management (TM) is an approach to access control in decentralized distributed systems with access control decisions based on statements made by multiple principals. Li et al. developed the RT family of Role-Based Trust-management languages, which combine the strengths of Role-Based Access Control and TM systems. We present a distributed credential chain discovery algorithm for RT C 1 , a language in the RT family that has parameterized roles and constraints. Our algorithm is a combination of the logic-programming style top-down query evaluation with tabling and a goal-directed version of the deductive database style bottom-up evaluation. Our algorithm uses hints provided through the storage types to determine whether to use a top-down or bottom-up strategy for a particular part of the proof; this enables the algorithm to touch only those credentials that are related to the query, which are likely to be a small fraction of all the credentials in the system."
